PLAYER_WON,ROUNDS,PLAYER_SCORE,PLAYER_LONGEST_ROUTE_LENGTH,LONGEST_ROUTE_IN_GAME,PLAYER_HAD_LONGEST_ROUTE,TOTAL_POINTS_IN_GAME,TOTAL_GAINED_POINTS_IN_GAME,PLAYER_ROUTE_CARDS,PLAYER_COMPLETED_ROUTE_CARDS,PLAYER_GAINED_POINTS_FROM_ROUTE_CARDS,PLAYER_POINTS_FROM_ROUTE_CARDS,TRAIN_CARTS_USED
1,34,75,16,16,1,126,209,2,0,0,-33,45
0,45,46,7,29,0,202,243,2,0,0,-17,42
1,33,60,17,17,1,103,199,2,0,0,-26,43
1,39,59,16,16,1,145,211,2,0,0,-18,43
1,34,95,17,17,1,143,219,2,1,13,4,44
1,36,53,13,13,1,110,194,2,0,0,-24,43
1,37,67,25,25,1,189,234,2,0,0,-19,43
1,33,81,21,21,1,136,194,2,1,8,-9,43
1,38,55,16,20,0,146,224,2,0,0,-28,44
1,33,72,13,13,1,132,201,2,0,0,-22,43
1,38,76,27,27,1,165,223,2,0,0,-18,45
0,36,50,10,17,0,167,207,2,0,0,-21,44
1,37,50,12,16,0,130,221,2,0,0,-29,43
1,34,57,14,18,0,124,204,2,0,0,-30,44
1,38,57,17,17,1,93,203,2,0,0,-18,43
1,35,67,20,20,1,133,213,2,0,0,-32,43
1,35,59,25,25,1,84,199,2,0,0,-29,44
1,37,53,18,18,1,115,196,2,0,0,-23,43
1,32,57,11,12,0,75,196,2,0,0,-29,43
1,33,54,9,15,0,111,209,2,0,0,-31,43
