PLAYER_WON,ROUNDS,PLAYER_SCORE,PLAYER_LONGEST_ROUTE_LENGTH,LONGEST_ROUTE_IN_GAME,PLAYER_HAD_LONGEST_ROUTE,TOTAL_POINTS_IN_GAME,TOTAL_GAINED_POINTS_IN_GAME,PLAYER_ROUTE_CARDS,PLAYER_COMPLETED_ROUTE_CARDS,PLAYER_GAINED_POINTS_FROM_ROUTE_CARDS,PLAYER_POINTS_FROM_ROUTE_CARDS,TRAIN_CARTS_USED
0,42,37,13,24,0,196,231,2,1,5,-8,38
0,42,46,19,22,0,138,213,2,1,5,-8,43
1,40,56,12,16,0,152,203,2,1,9,-8,44
1,36,56,16,16,1,123,205,2,0,0,-30,43
1,38,51,10,23,0,166,206,2,0,0,-18,43
1,36,49,14,15,0,128,190,2,0,0,-18,43
1,38,47,21,21,1,141,215,2,0,0,-25,43
0,42,26,8,25,0,161,196,2,1,5,-15,34
1,39,63,17,18,0,160,219,2,1,13,5,43
1,36,59,9,15,0,159,211,2,0,0,-19,45
0,39,36,12,23,0,183,217,2,0,0,-16,39
1,42,66,16,26,0,200,229,2,2,15,15,41
0,42,45,11,25,0,164,194,2,1,8,2,37
1,41,58,21,21,1,144,213,2,0,0,-15,43
0,42,28,11,30,0,167,215,2,0,0,-24,39
0,44,16,17,21,0,136,214,2,0,0,-37,37
1,38,41,12,20,0,106,221,2,0,0,-32,43
1,43,57,12,13,0,161,227,2,1,6,-2,43
1,37,46,12,13,0,120,201,2,0,0,-20,43
1,44,67,28,28,1,192,222,2,1,11,3,44
