PLAYER_WON,ROUNDS,PLAYER_SCORE,PLAYER_LONGEST_ROUTE_LENGTH,LONGEST_ROUTE_IN_GAME,PLAYER_HAD_LONGEST_ROUTE,TOTAL_POINTS_IN_GAME,TOTAL_GAINED_POINTS_IN_GAME,PLAYER_ROUTE_CARDS,PLAYER_COMPLETED_ROUTE_CARDS,PLAYER_GAINED_POINTS_FROM_ROUTE_CARDS,PLAYER_POINTS_FROM_ROUTE_CARDS,TRAIN_CARTS_USED
0,45,32,19,19,1,171,222,2,0,0,-29,39
1,43,78,29,29,1,155,221,2,2,11,11,43
1,41,76,23,23,1,181,209,2,1,11,0,44
0,42,27,15,24,0,157,217,2,0,0,-17,39
1,38,40,17,21,0,132,220,3,1,9,-34,43
1,44,84,16,16,1,241,267,2,2,18,18,43
0,37,34,17,20,0,144,202,2,0,0,-29,43
0,42,35,15,24,0,167,214,2,0,0,-22,40
0,43,13,14,18,0,166,234,3,0,0,-43,38
0,41,55,25,28,0,155,217,2,1,12,-4,43
1,41,83,18,18,1,179,220,2,2,19,19,40
0,40,22,20,20,1,139,221,2,0,0,-39,39
0,36,63,17,17,1,172,248,2,0,0,-30,44
0,46,41,18,20,0,196,253,2,0,0,-19,42
0,44,51,16,20,0,189,233,2,0,0,-17,45
1,38,38,11,24,0,122,213,2,0,0,-27,43
1,39,69,20,24,0,225,248,2,1,13,5,43
0,43,1,12,18,0,187,250,3,0,0,-46,37
0,42,51,23,23,1,170,214,2,0,0,-20,43
0,42,41,12,26,0,197,245,2,1,4,-16,42
