PLAYER_WON,ROUNDS,PLAYER_SCORE,PLAYER_LONGEST_ROUTE_LENGTH,LONGEST_ROUTE_IN_GAME,PLAYER_HAD_LONGEST_ROUTE,TOTAL_POINTS_IN_GAME,TOTAL_GAINED_POINTS_IN_GAME,PLAYER_ROUTE_CARDS,PLAYER_COMPLETED_ROUTE_CARDS,PLAYER_GAINED_POINTS_FROM_ROUTE_CARDS,PLAYER_POINTS_FROM_ROUTE_CARDS,TRAIN_CARTS_USED
1,44,56,28,28,1,114,199,2,1,5,-3,43
1,39,71,23,23,1,119,193,2,1,10,1,43
0,40,3,8,18,0,148,208,2,0,0,-33,32
0,43,19,19,23,0,188,238,2,0,0,-29,39
0,38,53,12,12,1,149,199,2,1,8,-5,39
0,46,30,15,26,0,180,249,2,0,0,-24,41
0,40,37,13,21,0,131,208,2,1,4,-9,37
1,42,43,24,25,0,130,218,2,1,5,-15,44
1,39,45,18,18,1,132,215,2,0,0,-22,42
0,39,40,13,15,0,120,208,2,0,0,-25,43
1,42,50,28,28,1,143,231,2,0,0,-29,43
1,41,56,20,20,1,145,192,2,1,11,2,38
1,43,78,26,26,1,222,237,2,1,16,7,45
0,38,14,9,14,0,125,191,2,0,0,-23,33
0,42,9,13,21,0,160,228,2,0,0,-33,35
0,43,30,17,22,0,184,232,2,0,0,-21,40
0,39,25,11,22,0,129,199,2,1,6,-14,30
0,37,43,14,19,0,140,215,2,0,0,-27,43
1,42,61,19,19,1,142,211,2,1,10,-2,43
1,42,52,26,26,1,150,218,3,1,11,-23,44
