PLAYER_WON,ROUNDS,PLAYER_SCORE,PLAYER_LONGEST_ROUTE_LENGTH,LONGEST_ROUTE_IN_GAME,PLAYER_HAD_LONGEST_ROUTE,TOTAL_POINTS_IN_GAME,TOTAL_GAINED_POINTS_IN_GAME,PLAYER_ROUTE_CARDS,PLAYER_COMPLETED_ROUTE_CARDS,PLAYER_GAINED_POINTS_FROM_ROUTE_CARDS,PLAYER_POINTS_FROM_ROUTE_CARDS,TRAIN_CARTS_USED
0,43,56,16,26,0,198,223,2,1,11,2,41
0,44,56,18,21,0,220,243,2,1,8,-9,45
0,43,42,15,26,0,192,214,2,1,8,1,35
1,39,76,19,19,1,173,218,3,2,14,5,44
1,35,54,21,21,1,105,203,2,0,0,-33,43
0,43,41,17,21,0,159,224,2,1,5,-17,43
1,45,57,28,28,1,179,235,2,1,7,-10,44
0,48,23,15,30,0,185,249,2,0,0,-30,42
1,35,79,22,22,1,145,209,2,0,0,-19,43
1,43,93,32,32,1,209,241,2,2,20,20,43
1,42,47,19,20,0,156,223,2,0,0,-15,44
0,40,49,15,17,0,152,221,2,0,0,-21,45
1,42,66,12,21,0,221,242,2,2,13,13,43
1,41,66,14,19,0,200,218,2,1,5,-2,44
0,43,73,32,32,1,234,254,2,1,9,5,43
1,34,62,16,16,1,121,195,2,0,0,-28,43
0,37,40,10,14,0,113,193,2,0,0,-22,43
1,38,43,19,19,1,106,210,3,0,0,-34,43
0,46,31,16,28,0,187,233,2,0,0,-29,42
1,38,70,17,17,1,133,198,2,1,7,-10,43
