PLAYER_WON,ROUNDS,PLAYER_SCORE,PLAYER_LONGEST_ROUTE_LENGTH,LONGEST_ROUTE_IN_GAME,PLAYER_HAD_LONGEST_ROUTE,TOTAL_POINTS_IN_GAME,TOTAL_GAINED_POINTS_IN_GAME,PLAYER_ROUTE_CARDS,PLAYER_COMPLETED_ROUTE_CARDS,PLAYER_GAINED_POINTS_FROM_ROUTE_CARDS,PLAYER_POINTS_FROM_ROUTE_CARDS,TRAIN_CARTS_USED
1,36,67,15,15,1,160,213,2,0,0,-18,44
1,34,63,33,33,1,126,207,2,0,0,-31,43
1,37,59,21,21,1,133,204,2,0,0,-21,43
0,42,38,9,25,0,119,208,2,0,0,-19,42
1,38,74,18,18,1,139,205,2,0,0,-16,43
1,35,70,15,15,1,156,206,2,0,0,-30,44
1,36,51,22,23,0,144,198,2,0,0,-25,44
1,35,51,13,14,0,128,204,2,0,0,-29,44
1,35,67,16,16,1,134,205,2,0,0,-29,43
1,36,66,34,34,1,132,205,2,0,0,-30,45
1,31,66,15,15,1,101,197,2,0,0,-31,43
1,34,61,18,18,1,139,217,2,0,0,-30,44
1,36,53,11,12,0,142,214,2,0,0,-22,44
1,36,81,19,19,1,192,218,2,1,12,5,43
0,41,45,15,23,0,167,211,2,1,7,2,36
1,38,67,30,30,1,137,225,2,0,0,-30,45
1,32,70,17,17,1,139,197,2,0,0,-29,43
0,37,44,17,21,0,167,200,2,0,0,-21,43
0,45,48,10,29,0,200,254,2,0,0,-29,40
0,36,39,11,16,0,149,204,2,0,0,-25,43
