PLAYER_WON,ROUNDS,PLAYER_SCORE,PLAYER_LONGEST_ROUTE_LENGTH,LONGEST_ROUTE_IN_GAME,PLAYER_HAD_LONGEST_ROUTE,TOTAL_POINTS_IN_GAME,TOTAL_GAINED_POINTS_IN_GAME,PLAYER_ROUTE_CARDS,PLAYER_COMPLETED_ROUTE_CARDS,PLAYER_GAINED_POINTS_FROM_ROUTE_CARDS,PLAYER_POINTS_FROM_ROUTE_CARDS,TRAIN_CARTS_USED
1,33,67,20,20,1,114,198,2,0,0,-21,43
1,35,69,24,24,1,109,200,2,0,0,-16,43
1,36,64,19,19,1,124,201,2,0,0,-17,43
1,35,58,15,15,1,111,210,2,0,0,-34,43
1,34,63,23,23,1,104,190,2,0,0,-20,44
1,32,65,21,21,1,96,202,2,0,0,-38,43
1,33,60,11,14,0,92,192,2,0,0,-28,43
0,42,55,14,30,0,194,244,2,0,0,-19,44
1,41,59,18,18,1,183,231,2,0,0,-24,45
0,43,57,19,32,0,164,214,2,1,6,-3,45
0,37,51,14,22,0,168,210,2,0,0,-19,43
0,39,68,21,22,0,198,236,2,1,11,1,44
1,36,52,10,11,0,137,218,2,0,0,-24,43
0,42,50,12,27,0,233,277,2,0,0,-27,39
0,38,43,25,25,1,139,198,2,0,0,-32,43
1,34,56,16,16,1,125,200,2,0,0,-32,44
1,36,60,18,18,1,149,202,2,0,0,-20,44
1,32,45,14,20,0,90,189,3,0,0,-31,43
0,39,33,13,20,0,139,210,2,0,0,-17,39
1,34,66,15,15,1,161,249,2,0,0,-37,45
