PLAYER_WON,ROUNDS,PLAYER_SCORE,PLAYER_LONGEST_ROUTE_LENGTH,LONGEST_ROUTE_IN_GAME,PLAYER_HAD_LONGEST_ROUTE,TOTAL_POINTS_IN_GAME,TOTAL_GAINED_POINTS_IN_GAME,PLAYER_ROUTE_CARDS,PLAYER_COMPLETED_ROUTE_CARDS,PLAYER_GAINED_POINTS_FROM_ROUTE_CARDS,PLAYER_POINTS_FROM_ROUTE_CARDS,TRAIN_CARTS_USED
0,45,72.0,29,29,1,192.0,237,2,1,9,-1,45
1,40,68.0,29,29,1,109.0,194,2,1,9,2,43
0,40,58.0,11,18,0,210.0,224,2,1,7,-4,43
0,43,51.0,15,20,0,182.0,219,2,1,5,-4,42
1,43,50.0,26,26,1,157.0,231,2,0,0,-19,43
0,45,35.0,13,31,0,194.0,228,2,0,0,-28,43
0,44,32.0,16,23,0,176.0,225,2,0,0,-25,41
0,40,6.0,11,19,0,100.0,207,2,0,0,-32,32
1,42,79.0,24,24,1,204.0,233,2,1,13,-4,45
1,46,66.0,19,19,1,184.0,227,2,1,12,2,44
0,43,43.0,12,18,0,183.0,225,2,1,9,-8,40
1,42,39.0,23,23,1,121.0,221,2,0,0,-28,44
0,41,15.0,8,23,0,160.0,207,3,1,7,-24,33
1,42,57.0,27,27,1,164.0,229,2,1,6,-15,45
0,40,44.0,20,22,0,180.0,211,2,1,5,-6,40
1,37,55.0,13,27,0,191.0,221,2,1,4,-12,43
0,41,-11.0,10,25,0,99.0,193,3,0,0,-48,32
1,43,64.0,21,23,0,162.0,216,2,1,11,6,43
0,45,38.0,20,26,0,168.0,219,2,1,4,-13,40
0,41,12.0,13,18,0,144.0,209,2,0,0,-34,37
