PLAYER_WON,ROUNDS,PLAYER_SCORE,PLAYER_LONGEST_ROUTE_LENGTH,LONGEST_ROUTE_IN_GAME,PLAYER_HAD_LONGEST_ROUTE,TOTAL_POINTS_IN_GAME,TOTAL_GAINED_POINTS_IN_GAME,PLAYER_ROUTE_CARDS,PLAYER_COMPLETED_ROUTE_CARDS,PLAYER_GAINED_POINTS_FROM_ROUTE_CARDS,PLAYER_POINTS_FROM_ROUTE_CARDS,TRAIN_CARTS_USED
0,36,53.0,20,25,0,191.0,238,2,1,4,-6,40
1,36,64.0,19,19,1,213.0,258,2,0,0,-16,43
0,32,38.0,9,14,0,141.0,225,2,0,0,-14,36
0,31,23.0,9,24,0,118.0,216,2,0,0,-34,36
0,37,42.0,8,19,0,189.0,262,2,0,0,-21,40
1,37,77.0,27,27,1,150.0,244,2,1,11,-9,43
0,36,58.0,27,29,0,193.0,275,2,0,0,-14,43
0,47,44.0,8,21,0,199.0,269,2,0,0,-23,41
0,33,32.0,11,16,0,157.0,238,2,0,0,-19,33
0,35,55.0,10,30,0,211.0,282,2,0,0,-21,41
0,37,56.0,14,25,0,242.0,280,2,0,0,-30,43
1,35,66.0,13,18,0,172.0,244,2,0,0,-29,44
1,33,60.0,25,25,1,146.0,246,2,0,0,-23,39
1,32,76.0,16,16,1,136.0,228,2,0,0,-30,44
0,37,64.0,18,20,0,192.0,256,2,0,0,-22,44
1,36,69.0,22,22,1,214.0,262,2,0,0,-33,44
0,38,43.0,17,19,0,200.0,258,2,0,0,-17,37
1,34,62.0,26,26,1,171.0,263,2,0,0,-33,43
0,35,56.0,13,20,0,171.0,227,2,0,0,-21,40
1,39,56.0,12,22,0,182.0,267,2,0,0,-20,43
1,33,70.0,18,18,1,126.0,200,2,0,0,-17,43
0,44,60.0,10,26,0,226.0,266,2,0,0,-26,42
0,35,48.0,9,24,0,220.0,298,2,0,0,-25,40
0,39,49.0,8,21,0,219.0,264,2,0,0,-14,40
0,35,37.0,11,17,0,184.0,246,2,0,0,-24,37
0,35,18.0,14,14,1,140.0,222,2,0,0,-24,30
0,37,41.0,10,21,0,179.0,235,2,1,6,2,34
0,36,24.0,17,17,1,197.0,269,2,0,0,-18,31
0,37,22.0,13,21,0,170.0,239,2,0,0,-21,37
0,37,21.0,14,17,0,192.0,248,2,0,0,-21,36
0,33,-2.0,8,10,0,131.0,229,2,0,0,-31,27
0,34,17.0,6,14,0,162.0,229,2,0,0,-21,32
0,39,48.0,26,26,1,195.0,249,2,0,0,-19,40
0,35,9.0,21,21,1,118.0,221,2,0,0,-38,30
0,35,19.0,11,16,0,168.0,245,2,0,0,-19,31
