PLAYER_WON,ROUNDS,PLAYER_SCORE,PLAYER_LONGEST_ROUTE_LENGTH,LONGEST_ROUTE_IN_GAME,PLAYER_HAD_LONGEST_ROUTE,TOTAL_POINTS_IN_GAME,TOTAL_GAINED_POINTS_IN_GAME,PLAYER_ROUTE_CARDS,PLAYER_COMPLETED_ROUTE_CARDS,PLAYER_GAINED_POINTS_FROM_ROUTE_CARDS,PLAYER_POINTS_FROM_ROUTE_CARDS,TRAIN_CARTS_USED
0,36,13.0,10,17,0,155.0,279,2,0,0,-39,36
0,39,7.0,9,20,0,166.0,244,2,0,0,-35,37
0,36,25.0,11,19,0,196.0,258,2,1,4,-9,32
0,34,26.0,14,14,1,165.0,241,2,0,0,-20,30
0,34,18.0,7,18,0,161.0,250,2,0,0,-24,33
0,36,5.0,11,22,0,127.0,214,2,0,0,-33,32
0,37,19.0,17,23,0,165.0,229,2,0,0,-20,34
0,34,3.0,10,23,0,138.0,239,2,0,0,-29,31
1,41,64.0,26,26,1,212.0,251,2,1,8,-3,44
0,35,4.0,13,23,0,149.0,246,2,0,0,-33,33
0,34,16.0,10,18,0,145.0,214,2,0,0,-27,32
0,35,20.0,12,16,0,149.0,207,2,0,0,-22,31
0,36,3.0,10,18,0,153.0,255,2,0,0,-31,32
0,35,30.0,8,13,0,164.0,253,2,0,0,-17,34
0,36,32.0,10,24,0,190.0,257,2,0,0,-15,37
0,35,39.0,14,21,0,157.0,255,2,0,0,-23,35
0,36,49.0,12,17,0,191.0,248,2,1,6,2,35
1,33,65.0,13,13,1,154.0,241,2,0,0,-22,39
0,40,47.0,22,25,0,208.0,254,2,0,0,-22,42
0,36,44.0,12,19,0,201.0,270,2,0,0,-19,39
1,36,53.0,9,10,0,142.0,229,2,0,0,-23,43
0,34,49.0,13,13,1,134.0,225,2,0,0,-21,35
0,40,57.0,10,23,0,226.0,292,2,0,0,-18,43
0,36,50.0,22,24,0,165.0,249,2,0,0,-16,43
1,36,52.0,14,17,0,152.0,244,2,0,0,-37,43
0,36,34.0,12,17,0,197.0,251,2,0,0,-20,37
1,34,67.0,22,22,1,181.0,248,2,0,0,-18,42
1,36,60.0,14,14,1,153.0,217,2,1,7,2,37
1,40,63.0,16,16,1,187.0,240,2,0,0,-15,43
0,35,47.0,11,26,0,159.0,260,2,0,0,-28,41
0,37,61.0,16,18,0,177.0,245,2,1,9,5,41
1,36,68.0,16,16,1,149.0,228,2,0,0,-19,44
0,36,40.0,10,12,0,186.0,253,2,0,0,-22,37
0,33,33.0,7,21,0,151.0,235,2,0,0,-17,33
0,34,35.0,12,24,0,155.0,253,2,0,0,-19,38
0,35,36.0,12,14,0,110.0,205,2,0,0,-12,35
0,36,50.0,18,20,0,155.0,250,2,0,0,-30,43
0,36,34.0,13,19,0,130.0,242,2,0,0,-20,37
0,38,53.0,14,14,1,145.0,249,2,0,0,-23,40
0,34,44.0,7,26,0,165.0,259,2,0,0,-14,33
0,41,31.0,10,23,0,152.0,242,2,0,0,-24,39
0,37,28.0,12,18,0,200.0,249,2,0,0,-18,37
0,37,47.0,24,24,1,158.0,244,2,1,4,-3,34
0,33,15.0,9,16,0,154.0,223,2,0,0,-20,30
0,38,42.0,18,20,0,199.0,265,2,0,0,-20,40
0,35,15.0,15,15,1,171.0,262,3,0,0,-38,35
0,36,31.0,7,16,0,147.0,239,2,0,0,-18,37
0,33,8.0,10,18,0,168.0,223,3,0,0,-26,29
0,37,62.0,26,28,0,214.0,256,2,1,20,9,36
0,35,46.0,21,24,0,214.0,263,2,1,9,-4,36
0,35,-9.0,11,24,0,143.0,230,3,0,0,-42,33
0,39,61.0,16,25,0,242.0,271,2,1,9,-1,41
1,39,66.0,19,19,1,177.0,255,2,0,0,-20,44
0,38,31.0,16,25,0,209.0,237,2,1,5,-8,33
0,36,31.0,8,22,0,183.0,255,2,1,5,-2,32
0,38,37.0,28,28,1,181.0,251,2,0,0,-19,36
0,35,24.0,18,18,1,182.0,256,2,0,0,-20,32
0,35,51.0,11,16,0,166.0,248,2,0,0,-24,41
0,34,21.0,11,21,0,193.0,253,2,0,0,-21,33
0,36,31.0,10,13,0,146.0,247,2,0,0,-18,37
0,33,12.0,8,15,0,123.0,225,2,0,0,-18,28
0,33,4.0,10,24,0,158.0,238,2,0,0,-29,29
0,34,28.0,11,11,1,154.0,235,2,0,0,-24,34
1,47,76.0,25,25,1,203.0,270,2,2,15,15,44
0,37,34.0,8,25,0,135.0,226,2,0,0,-21,40
