PLAYER_WON,ROUNDS,PLAYER_SCORE,PLAYER_LONGEST_ROUTE_LENGTH,LONGEST_ROUTE_IN_GAME,PLAYER_HAD_LONGEST_ROUTE,TOTAL_POINTS_IN_GAME,TOTAL_GAINED_POINTS_IN_GAME,PLAYER_ROUTE_CARDS,PLAYER_COMPLETED_ROUTE_CARDS,PLAYER_GAINED_POINTS_FROM_ROUTE_CARDS,PLAYER_POINTS_FROM_ROUTE_CARDS,TRAIN_CARTS_USED
0,36,22.0,17,17,1,109.0,227,2,0,0,-33,37
0,38,27.0,15,32,0,175.0,251,2,0,0,-20,37
0,34,27.0,7,26,0,172.0,252,2,1,6,-7,30
0,33,10.0,16,23,0,136.0,237,2,0,0,-29,31
0,35,55.0,24,24,1,228.0,265,2,1,11,-5,35
0,34,-3.0,13,22,0,109.0,227,3,0,0,-35,30
0,40,28.0,24,24,1,190.0,275,3,0,0,-46,36
0,32,38.0,8,16,0,147.0,236,2,2,13,13,24
0,39,44.0,19,22,0,143.0,205,2,1,11,2,37
0,32,10.0,13,19,0,130.0,224,2,0,0,-19,28
0,35,24.0,13,19,0,106.0,200,2,0,0,-23,34
0,33,40.0,9,16,0,167.0,258,2,0,0,-17,38
0,36,28.0,12,34,0,181.0,223,2,0,0,-19,33
0,35,54.0,8,17,0,175.0,256,2,1,8,-1,39
0,35,18.0,9,17,0,132.0,240,2,1,6,-14,29
1,39,72.0,24,24,1,204.0,244,2,1,8,0,42
0,36,7.0,15,22,0,166.0,259,2,0,0,-29,33
0,37,32.0,15,24,0,210.0,271,2,0,0,-24,39
0,33,17.0,14,16,0,151.0,249,2,0,0,-31,34
0,36,28.0,14,15,0,180.0,249,2,0,0,-21,35
1,39,69.0,9,23,0,189.0,226,2,2,13,13,40
0,35,6.0,8,21,0,139.0,243,2,0,0,-30,31
1,39,58.0,20,20,1,143.0,249,2,0,0,-17,44
0,34,23.0,11,14,0,131.0,219,2,0,0,-17,30
0,36,24.0,14,24,0,145.0,258,2,0,0,-19,36
0,36,44.0,13,21,0,146.0,248,2,1,4,-12,35
0,38,65.0,11,20,0,203.0,243,2,2,15,15,37
0,35,37.0,15,26,0,216.0,278,2,0,0,-16,35
1,34,63.0,19,19,1,128.0,238,2,0,0,-33,43
0,33,37.0,9,13,0,146.0,228,2,0,0,-13,34
0,34,46.0,13,23,0,189.0,245,2,0,0,-29,38
0,36,41.0,11,26,0,187.0,280,2,0,0,-17,40
0,37,51.0,10,19,0,176.0,229,2,0,0,-13,43
0,37,30.0,11,27,0,157.0,239,2,0,0,-16,34
0,32,51.0,17,17,1,139.0,237,2,0,0,-30,36
0,36,32.0,11,24,0,178.0,253,2,0,0,-23,36
0,34,56.0,11,11,1,154.0,240,2,0,0,-20,38
0,40,46.0,17,24,0,203.0,253,2,1,10,3,35
0,32,35.0,11,16,0,160.0,255,2,0,0,-23,33
1,35,53.0,16,16,1,129.0,236,2,0,0,-21,39
1,36,59.0,15,23,0,200.0,238,2,2,15,15,34
1,34,75.0,21,21,1,117.0,239,2,0,0,-24,43
0,36,62.0,13,16,0,222.0,289,2,0,0,-20,43
0,36,36.0,21,29,0,220.0,305,2,0,0,-37,42
0,34,52.0,14,14,1,146.0,258,2,0,0,-30,38
1,34,57.0,11,19,0,102.0,186,2,0,0,-15,43
0,33,16.0,10,13,0,131.0,218,2,0,0,-19,28
1,36,64.0,21,21,1,196.0,260,2,0,0,-19,43
1,36,60.0,15,17,0,176.0,253,2,0,0,-25,43
0,35,37.0,13,20,0,173.0,287,2,0,0,-33,39
0,38,37.0,17,26,0,197.0,267,2,0,0,-25,40
0,38,28.0,13,23,0,191.0,265,2,0,0,-23,39
0,34,20.0,16,20,0,155.0,224,2,0,0,-20,34
0,37,19.0,10,24,0,182.0,246,2,0,0,-18,32
1,40,77.0,18,18,1,168.0,258,2,2,18,18,40
0,35,14.0,13,17,0,162.0,256,3,0,0,-27,36
0,35,45.0,15,16,0,212.0,303,2,0,0,-17,39
0,33,22.0,12,16,0,152.0,241,2,0,0,-19,31
0,43,38.0,12,26,0,235.0,264,2,1,7,-2,39
0,35,37.0,7,32,0,215.0,304,2,0,0,-16,39
0,37,10.0,13,23,0,157.0,267,2,0,0,-37,34
0,37,48.0,16,25,0,204.0,263,2,1,12,-1,37
1,42,67.0,17,17,1,200.0,250,2,2,12,12,40
0,36,59.0,23,23,1,191.0,228,2,1,8,-3,38
0,34,46.0,12,28,0,235.0,291,2,1,6,-5,38
0,33,33.0,10,13,0,166.0,243,2,1,5,-3,31
0,36,46.0,21,25,0,199.0,287,2,0,0,-22,41
0,35,32.0,9,18,0,130.0,219,2,1,6,-6,34
0,33,27.0,12,19,0,173.0,256,2,0,0,-28,34
1,43,70.0,14,18,0,206.0,269,2,2,17,17,42
0,34,39.0,14,23,0,204.0,280,2,1,9,2,34
0,39,49.0,22,22,1,166.0,259,2,0,0,-26,43
0,34,53.0,11,20,0,173.0,225,2,2,13,13,34
0,36,16.0,7,25,0,153.0,220,2,0,0,-30,34
0,33,30.0,8,12,0,119.0,213,2,0,0,-15,35
0,33,54.0,19,19,1,210.0,242,2,0,0,-12,35
0,36,51.0,11,16,0,197.0,258,2,0,0,-31,41
1,35,84.0,13,14,0,170.0,263,2,1,7,-3,45
0,38,51.0,14,20,0,218.0,285,2,0,0,-23,40
0,32,41.0,10,18,0,116.0,237,2,0,0,-24,34
0,34,56.0,12,23,0,165.0,264,2,0,0,-31,41
1,32,75.0,17,17,1,166.0,248,2,0,0,-31,45
0,34,37.0,8,22,0,164.0,257,2,0,0,-18,35
0,32,41.0,13,13,1,161.0,237,2,0,0,-25,33
0,38,41.0,13,26,0,187.0,277,2,0,0,-20,39
0,33,28.0,9,17,0,108.0,208,2,0,0,-12,31
0,35,56.0,14,22,0,156.0,253,2,0,0,-23,41
0,39,65.0,15,17,0,192.0,266,2,1,9,1,40
0,35,38.0,15,20,0,157.0,270,2,0,0,-30,37
1,34,71.0,23,23,1,160.0,212,2,0,0,-20,44
1,33,67.0,16,16,1,111.0,212,2,0,0,-27,43
0,34,67.0,14,17,0,253.0,268,2,1,8,4,38
1,40,59.0,22,22,1,185.0,248,2,0,0,-23,45
0,36,59.0,18,18,1,185.0,262,2,0,0,-20,41
1,34,65.0,10,14,0,159.0,244,2,0,0,-21,43
1,38,44.0,11,21,0,141.0,223,2,0,0,-22,43
0,32,55.0,12,12,1,158.0,239,2,0,0,-24,35
0,33,52.0,20,33,0,160.0,248,2,1,8,-3,36
1,35,100.0,20,20,1,205.0,278,2,1,20,9,43
0,32,54.0,11,14,0,183.0,271,2,0,0,-31,40
