PLAYER_WON,ROUNDS,PLAYER_SCORE,PLAYER_LONGEST_ROUTE_LENGTH,LONGEST_ROUTE_IN_GAME,PLAYER_HAD_LONGEST_ROUTE,TOTAL_POINTS_IN_GAME,TOTAL_GAINED_POINTS_IN_GAME,PLAYER_ROUTE_CARDS,PLAYER_COMPLETED_ROUTE_CARDS,PLAYER_GAINED_POINTS_FROM_ROUTE_CARDS,PLAYER_POINTS_FROM_ROUTE_CARDS,TRAIN_CARTS_USED
0,36,0.0,10,17,0,109.0,227,3,0,0,-41,32
0,38,54.0,16,32,0,175.0,251,2,1,6,-6,43
0,34,14.0,18,26,0,172.0,252,2,0,0,-41,34
0,33,15.0,13,23,0,136.0,237,2,0,0,-24,32
0,35,14.0,8,24,0,228.0,265,2,0,0,-32,32
0,34,11.0,14,22,0,109.0,227,2,0,0,-28,34
0,40,33.0,10,24,0,190.0,275,2,0,0,-19,42
0,32,6.0,7,16,0,147.0,236,3,0,0,-40,30
0,39,20.0,6,22,0,143.0,205,2,0,0,-17,33
0,32,10.0,10,19,0,130.0,224,2,0,0,-30,33
0,35,10.0,8,19,0,106.0,200,2,0,0,-25,30
0,33,9.0,7,16,0,167.0,258,2,0,0,-22,29
0,36,43.0,22,34,0,181.0,223,2,1,8,1,33
1,35,55.0,16,17,0,175.0,256,2,0,0,-24,43
0,35,13.0,13,17,0,132.0,240,3,0,0,-36,36
0,39,23.0,16,24,0,204.0,244,2,0,0,-27,39
0,36,35.0,10,22,0,166.0,259,2,0,0,-16,37
1,37,74.0,24,24,1,210.0,271,2,0,0,-22,44
0,33,12.0,7,16,0,151.0,249,2,0,0,-17,28
0,36,44.0,15,15,1,180.0,249,2,1,9,-1,32
0,39,21.0,15,23,0,189.0,226,2,0,0,-23,36
0,35,9.0,12,21,0,139.0,243,3,0,0,-47,29
0,39,21.0,9,20,0,143.0,249,2,0,0,-20,36
0,34,11.0,11,14,0,131.0,219,2,0,0,-32,29
0,36,53.0,24,24,1,145.0,258,2,0,0,-31,43
1,36,62.0,21,21,1,146.0,248,2,0,0,-21,44
1,38,78.0,20,20,1,203.0,243,2,1,11,-1,43
1,35,75.0,26,26,1,216.0,278,2,0,0,-22,44
