PLAYER_WON,ROUNDS,PLAYER_SCORE,PLAYER_LONGEST_ROUTE_LENGTH,LONGEST_ROUTE_IN_GAME,PLAYER_HAD_LONGEST_ROUTE,TOTAL_POINTS_IN_GAME,TOTAL_GAINED_POINTS_IN_GAME,PLAYER_ROUTE_CARDS,PLAYER_COMPLETED_ROUTE_CARDS,PLAYER_GAINED_POINTS_FROM_ROUTE_CARDS,PLAYER_POINTS_FROM_ROUTE_CARDS,TRAIN_CARTS_USED
0,34,36.0,15,19,0,128.0,238,2,0,0,-25,39
1,33,59.0,12,13,0,146.0,228,2,0,0,-35,43
0,34,52.0,23,23,1,189.0,245,2,1,8,-3,36
0,36,41.0,20,26,0,187.0,280,2,0,0,-29,37
0,37,21.0,12,19,0,176.0,229,2,0,0,-21,34
0,37,42.0,20,27,0,157.0,239,2,0,0,-20,41
1,32,66.0,11,17,0,139.0,237,2,0,0,-18,43
1,36,56.0,24,24,1,178.0,253,2,1,9,-8,38
1,34,63.0,8,11,0,154.0,240,2,0,0,-15,43
1,40,62.0,24,24,1,203.0,253,2,0,0,-17,43
1,32,68.0,16,16,1,160.0,255,3,0,0,-43,44
0,35,46.0,13,16,0,129.0,236,2,0,0,-33,43
0,36,54.0,23,23,1,200.0,238,2,1,5,-8,39
0,34,39.0,7,21,0,117.0,239,2,0,0,-15,38
1,36,63.0,16,16,1,222.0,289,3,0,0,-40,45
1,36,70.0,29,29,1,220.0,305,2,0,0,-23,43
1,34,70.0,14,14,1,146.0,258,2,0,0,-30,45
0,34,29.0,19,19,1,102.0,186,2,1,5,-16,32
1,33,75.0,13,13,1,131.0,218,2,0,0,-19,43
0,36,40.0,11,21,0,196.0,260,3,0,0,-33,36
0,36,44.0,11,17,0,176.0,253,2,1,4,-3,38
0,35,34.0,16,20,0,173.0,287,2,0,0,-31,37
0,38,35.0,10,26,0,197.0,267,2,0,0,-32,39
0,38,42.0,23,23,1,191.0,265,2,0,0,-28,40
0,34,29.0,11,20,0,155.0,224,2,0,0,-15,32
0,37,58.0,24,24,1,182.0,246,3,1,10,-23,42
0,40,18.0,16,18,0,168.0,258,3,1,4,-26,39
1,35,67.0,17,17,1,162.0,256,2,0,0,-18,44
1,35,67.0,16,16,1,212.0,303,2,0,0,-33,45
0,33,18.0,9,16,0,152.0,241,2,0,0,-23,30
1,43,72.0,26,26,1,235.0,264,2,1,5,-1,43
1,35,71.0,32,32,1,215.0,304,2,0,0,-33,43
1,37,58.0,23,23,1,157.0,267,2,0,0,-33,43
0,37,19.0,10,25,0,204.0,263,2,0,0,-25,35
0,42,57.0,16,17,0,200.0,250,2,1,9,-2,42
0,36,36.0,16,23,0,191.0,228,2,0,0,-16,39
1,34,69.0,28,28,1,235.0,291,2,0,0,-18,43
0,33,26.0,13,13,1,166.0,243,2,0,0,-20,31
0,36,57.0,8,25,0,199.0,287,2,0,0,-18,44
0,35,5.0,6,18,0,130.0,219,3,0,0,-48,30
1,33,75.0,19,19,1,173.0,256,2,0,0,-20,43
0,43,34.0,8,18,0,206.0,269,2,1,6,-11,38
1,34,61.0,23,23,1,204.0,280,2,0,0,-24,43
0,39,4.0,20,22,0,166.0,259,2,0,0,-42,39
0,34,20.0,11,20,0,173.0,225,2,0,0,-25,29
0,36,12.0,18,25,0,153.0,220,2,0,0,-20,31
0,33,9.0,9,12,0,119.0,213,2,0,0,-22,29
1,33,71.0,17,19,0,210.0,242,2,0,0,-19,44
1,36,75.0,15,16,0,197.0,258,2,1,9,-8,43
0,35,11.0,8,14,0,170.0,263,2,0,0,-31,33
1,38,67.0,20,20,1,218.0,285,2,0,0,-25,43
1,32,64.0,17,18,0,116.0,237,2,0,0,-29,43
1,34,67.0,23,23,1,165.0,264,2,0,0,-18,43
0,32,33.0,10,17,0,166.0,248,2,0,0,-30,33
1,34,64.0,22,22,1,164.0,257,2,0,0,-18,43
1,32,64.0,11,13,0,161.0,237,2,0,0,-23,43
0,38,56.0,16,26,0,187.0,277,2,0,0,-26,43
1,33,70.0,17,17,1,108.0,208,2,0,0,-17,43
1,35,62.0,22,22,1,156.0,253,2,0,0,-23,43
1,39,68.0,17,17,1,192.0,266,2,0,0,-20,45
1,35,66.0,20,20,1,157.0,270,2,0,0,-22,43
0,34,35.0,19,23,0,160.0,212,2,1,4,-5,33
0,33,22.0,13,16,0,111.0,212,2,0,0,-15,32
1,34,84.0,17,17,1,253.0,268,2,1,5,-15,44
0,40,30.0,13,22,0,185.0,248,2,0,0,-25,39
1,36,66.0,18,18,1,185.0,262,2,0,0,-22,43
0,34,33.0,8,14,0,159.0,244,2,0,0,-22,33
0,38,40.0,21,21,1,141.0,223,2,0,0,-17,37
1,32,64.0,8,12,0,158.0,239,2,0,0,-18,43
1,33,71.0,33,33,1,160.0,248,2,0,0,-30,44
0,35,38.0,11,20,0,205.0,278,2,0,0,-25,40
1,32,70.0,14,14,1,183.0,271,2,0,0,-33,43
