PLAYER_WON,ROUNDS,PLAYER_SCORE,PLAYER_LONGEST_ROUTE_LENGTH,LONGEST_ROUTE_IN_GAME,PLAYER_HAD_LONGEST_ROUTE,TOTAL_POINTS_IN_GAME,TOTAL_GAINED_POINTS_IN_GAME,PLAYER_ROUTE_CARDS,PLAYER_COMPLETED_ROUTE_CARDS,PLAYER_GAINED_POINTS_FROM_ROUTE_CARDS,PLAYER_POINTS_FROM_ROUTE_CARDS,TRAIN_CARTS_USED
0,43,21,15,25,0,137,209,2,0,0,-28,38
1,39,53,13,14,0,117,190,2,1,8,-1,43
1,40,67,16,17,0,119,191,2,1,9,0,44
1,35,56,22,22,1,106,185,2,0,0,-25,43
1,36,57,17,17,1,129,191,2,0,0,-19,43
1,33,58,20,20,1,142,201,2,0,0,-28,43
1,36,62,14,14,1,99,185,2,0,0,-19,44
1,38,52,17,19,0,144,206,2,1,6,-11,44
1,34,52,12,13,0,100,190,2,0,0,-19,43
0,41,21,16,22,0,121,196,2,0,0,-23,37
1,39,48,11,14,0,105,191,2,1,6,-14,44
1,34,61,13,13,1,93,190,2,0,0,-22,43
1,38,74,21,21,1,132,193,2,1,9,1,44
0,43,39,9,14,0,160,239,2,0,0,-20,38
1,40,56,23,23,1,125,200,2,0,0,-22,45
1,41,49,15,26,0,144,216,2,1,10,-10,43
1,40,44,12,16,0,89,199,2,0,0,-18,44
1,39,45,12,19,0,139,204,2,0,0,-21,44
1,38,56,16,16,1,122,196,2,0,0,-17,43
1,38,48,13,13,1,141,216,2,0,0,-30,44
