PLAYER_WON,ROUNDS,PLAYER_SCORE,PLAYER_LONGEST_ROUTE_LENGTH,LONGEST_ROUTE_IN_GAME,PLAYER_HAD_LONGEST_ROUTE,TOTAL_POINTS_IN_GAME,TOTAL_GAINED_POINTS_IN_GAME,PLAYER_ROUTE_CARDS,PLAYER_COMPLETED_ROUTE_CARDS,PLAYER_GAINED_POINTS_FROM_ROUTE_CARDS,PLAYER_POINTS_FROM_ROUTE_CARDS,TRAIN_CARTS_USED
1,41,51,16,16,1,131,200,2,0,0,-23,45
1,39,62,17,17,1,136,179,2,1,11,-2,43
0,39,35,9,15,0,138,193,2,1,5,-4,32
1,38,86,19,19,1,135,207,2,2,17,17,43
1,33,69,16,16,1,94,191,2,0,0,-25,43
0,44,12,10,23,0,137,204,2,0,0,-29,34
1,34,54,11,11,1,74,184,2,0,0,-29,43
1,38,63,12,14,0,127,185,2,1,7,1,44
1,41,44,21,21,1,123,203,2,0,0,-22,43
1,38,43,14,14,1,117,192,2,0,0,-31,43
1,39,47,21,21,1,90,178,2,0,0,-22,43
1,41,57,17,17,1,152,220,2,0,0,-20,45
0,43,13,12,21,0,148,217,2,0,0,-41,37
1,38,54,22,22,1,133,184,2,0,0,-18,43
0,42,52,12,14,0,171,215,2,1,9,-1,41
1,45,85,23,23,1,183,225,2,2,18,18,43
1,36,47,9,15,0,119,182,2,0,0,-18,43
0,48,23,16,21,0,127,204,2,0,0,-28,39
1,34,80,23,23,1,157,190,2,1,9,0,43
1,36,57,16,16,1,131,190,2,0,0,-21,44
