PLAYER_WON,ROUNDS,PLAYER_SCORE,PLAYER_LONGEST_ROUTE_LENGTH,LONGEST_ROUTE_IN_GAME,PLAYER_HAD_LONGEST_ROUTE,TOTAL_POINTS_IN_GAME,TOTAL_GAINED_POINTS_IN_GAME,PLAYER_ROUTE_CARDS,PLAYER_COMPLETED_ROUTE_CARDS,PLAYER_GAINED_POINTS_FROM_ROUTE_CARDS,PLAYER_POINTS_FROM_ROUTE_CARDS,TRAIN_CARTS_USED
0,44,29,9,25,0,190,223,2,0,0,-16,38
0,43,36,9,15,0,152,221,2,0,0,-27,43
1,39,63,20,20,1,111,182,2,1,5,-4,43
1,44,51,27,27,1,145,214,2,0,0,-18,44
1,42,65,11,17,0,171,216,2,2,12,12,42
1,39,50,25,25,1,131,201,2,0,0,-28,43
1,38,43,11,20,0,127,194,2,0,0,-15,43
1,36,51,19,19,1,118,186,2,0,0,-29,43
1,42,46,18,18,1,125,222,2,0,0,-21,43
1,44,63,24,24,1,169,213,2,1,5,-4,45
1,39,64,15,15,1,141,192,2,1,6,-3,43
1,32,88,19,19,1,125,179,2,1,13,2,43
1,35,46,11,23,0,111,193,2,0,0,-24,43
1,44,74,17,17,1,125,197,2,1,11,2,44
0,43,26,10,23,0,153,216,2,0,0,-37,42
0,42,54,16,28,0,151,207,2,1,9,-2,42
1,40,51,24,24,1,131,216,2,0,0,-37,45
1,35,56,28,28,1,88,186,2,0,0,-26,43
1,45,70,19,19,1,124,200,2,1,9,0,45
1,37,35,21,25,0,103,194,2,0,0,-25,43
