PLAYER_WON,ROUNDS,PLAYER_SCORE,PLAYER_LONGEST_ROUTE_LENGTH,LONGEST_ROUTE_IN_GAME,PLAYER_HAD_LONGEST_ROUTE,TOTAL_POINTS_IN_GAME,TOTAL_GAINED_POINTS_IN_GAME,PLAYER_ROUTE_CARDS,PLAYER_COMPLETED_ROUTE_CARDS,PLAYER_GAINED_POINTS_FROM_ROUTE_CARDS,PLAYER_POINTS_FROM_ROUTE_CARDS,TRAIN_CARTS_USED
1,41,62,24,24,1,105,185,2,1,10,-1,43
1,43,58,19,22,0,150,205,2,1,12,0,43
1,41,64,17,17,1,153,195,2,1,9,0,44
1,42,54,13,16,0,128,201,2,1,6,-2,44
1,41,87,17,17,1,184,234,2,2,16,16,45
1,36,54,10,10,1,110,187,2,0,0,-21,43
0,41,41,22,22,1,142,199,2,1,4,-16,37
0,44,26,13,16,0,122,213,2,0,0,-41,45
1,34,53,17,17,1,114,184,2,0,0,-26,43
0,42,57,21,21,1,207,232,2,1,9,1,38
1,37,48,25,25,1,117,185,2,0,0,-24,43
1,39,65,22,22,1,136,197,2,1,10,-2,43
1,36,60,11,11,1,116,195,2,0,0,-26,44
1,38,54,12,12,1,128,204,2,0,0,-21,43
1,39,59,14,17,0,153,201,2,1,6,-7,45
0,40,15,10,27,0,147,198,2,0,0,-27,35
1,37,39,10,19,0,109,185,2,0,0,-23,43
0,42,38,15,15,1,175,240,2,0,0,-30,41
1,41,57,10,18,0,144,204,2,1,5,-6,43
0,41,4,8,23,0,109,196,2,0,0,-39,36
