PLAYER_WON,ROUNDS,PLAYER_SCORE,PLAYER_LONGEST_ROUTE_LENGTH,LONGEST_ROUTE_IN_GAME,PLAYER_HAD_LONGEST_ROUTE,TOTAL_POINTS_IN_GAME,TOTAL_GAINED_POINTS_IN_GAME,PLAYER_ROUTE_CARDS,PLAYER_COMPLETED_ROUTE_CARDS,PLAYER_GAINED_POINTS_FROM_ROUTE_CARDS,PLAYER_POINTS_FROM_ROUTE_CARDS,TRAIN_CARTS_USED
1,36,47.0,16,18,0,98.0,169,2,0,0,-15,43
1,37,67.0,18,18,1,172.0,212,2,0,0,-14,45
1,36,63.0,14,14,1,132.0,191,2,0,0,-16,43
1,38,57.0,18,18,1,108.0,203,2,0,0,-25,44
1,40,69.0,20,20,1,168.0,218,2,1,8,-1,43
1,36,72.0,25,25,1,125.0,178,2,1,11,1,43
1,41,68.0,13,13,1,110.0,187,2,1,5,-1,43
0,43,36.0,19,23,0,190.0,233,2,0,0,-17,42
1,34,65.0,28,28,1,96.0,189,2,0,0,-19,44
1,35,58.0,10,12,0,130.0,204,2,0,0,-22,43
1,32,70.0,16,16,1,150.0,222,2,0,0,-23,43
1,31,58.0,10,12,0,94.0,185,2,0,0,-28,43
1,32,64.0,19,19,1,110.0,189,2,0,0,-28,43
1,34,48.0,11,21,0,142.0,198,2,0,0,-27,43
1,34,42.0,11,16,0,121.0,187,2,0,0,-25,43
1,33,61.0,11,11,1,117.0,188,2,0,0,-21,43
1,39,73.0,17,17,1,121.0,198,2,1,9,-3,44
0,44,26.0,10,21,0,155.0,218,2,0,0,-29,42
1,38,46.0,8,19,0,114.0,187,2,0,0,-16,43
1,38,57.0,20,20,1,155.0,191,2,1,7,-13,43
