PLAYER_WON,ROUNDS,PLAYER_SCORE,PLAYER_LONGEST_ROUTE_LENGTH,LONGEST_ROUTE_IN_GAME,PLAYER_HAD_LONGEST_ROUTE,TOTAL_POINTS_IN_GAME,TOTAL_GAINED_POINTS_IN_GAME,PLAYER_ROUTE_CARDS,PLAYER_COMPLETED_ROUTE_CARDS,PLAYER_GAINED_POINTS_FROM_ROUTE_CARDS,PLAYER_POINTS_FROM_ROUTE_CARDS
0,48,-45.0,10,28,0,-41.0,190,9,1,6,-91
0,47,21.0,15,15,1,-23.0,196,8,4,27,-29
0,50,11.0,16,18,0,-84.0,191,4,1,6,-35
0,46,-5.0,11,22,0,-55.0,184,6,1,9,-46
0,48,8.0,12,23,0,-21.0,198,4,1,6,-36
0,46,-67.0,13,15,0,-39.0,200,11,2,15,-108
1,47,19.0,15,19,0,-51.0,193,5,1,9,-34
0,44,-7.0,12,17,0,-22.0,183,5,1,6,-47
0,45,15.0,15,16,0,3.0,188,4,1,6,-30
0,50,-25.0,13,23,0,-52.0,197,8,1,8,-71
0,48,-8.0,12,20,0,-81.0,190,4,0,0,-56
0,45,57.0,13,19,0,-12.0,197,3,2,23,10
0,50,18.0,20,20,1,2.0,207,6,1,11,-40
1,48,16.0,13,13,1,-54.0,194,6,2,13,-40
0,51,-17.0,9,22,0,-27.0,198,6,0,0,-66
0,50,-45.0,11,17,0,-54.0,207,10,2,15,-95
0,47,-82.0,19,19,1,-23.0,189,12,2,15,-128
1,46,24.0,17,22,0,-52.0,182,4,1,8,-24
0,47,-62.0,13,16,0,-66.0,198,13,3,22,-101
0,46,9.0,12,21,0,-45.0,189,5,1,8,-44
0,46,4.0,16,17,0,-68.0,191,4,1,5,-39
0,52,-11.0,12,17,0,-41.0,197,7,2,14,-57
0,48,-1.0,11,25,0,-45.0,192,5,0,0,-50
0,50,-69.0,9,21,0,-45.0,202,8,0,0,-113
0,50,13.0,21,24,0,-47.0,204,5,1,8,-36
0,49,15.0,16,16,1,-13.0,213,4,0,0,-48
1,50,7.0,13,16,0,-50.0,197,9,4,38,-46
0,47,0.0,8,16,0,-32.0,203,8,2,13,-46
1,49,52.0,14,26,0,-2.0,201,4,2,20,-1
0,49,-15.0,20,20,1,-45.0,196,10,2,19,-68
1,48,26.0,15,16,0,-27.0,204,2,0,0,-23
0,46,-87.0,13,26,0,-42.0,180,10,1,9,-122
0,48,10.0,18,22,0,-37.0,197,4,0,0,-38
0,49,12.0,13,18,0,-52.0,196,4,1,6,-36
0,44,-51.0,12,16,0,-27.0,185,8,1,9,-93
0,46,8.0,14,24,0,-60.0,192,5,1,5,-34
0,46,-32.0,23,24,0,5.0,205,8,2,11,-77
0,46,1.0,21,21,1,-46.0,191,8,2,16,-56
0,45,-18.0,12,13,0,-32.0,196,7,1,8,-60
0,45,-51.0,17,19,0,12.0,192,8,1,8,-97
1,48,48.0,24,24,1,22.0,192,6,3,26,-15
1,49,15.0,15,18,0,-27.0,191,4,1,6,-36
1,47,46.0,14,14,1,-25.0,193,5,2,17,-15
0,48,-53.0,11,22,0,-81.0,194,12,1,8,-101
0,50,-68.0,13,20,0,-18.0,221,13,2,15,-117
0,50,-26.0,17,22,0,-48.0,197,7,1,6,-72
1,50,77.0,19,19,1,-17.0,213,8,5,47,15
0,48,-18.0,14,26,0,-71.0,193,9,3,20,-65
0,45,-73.0,15,16,0,-78.0,194,13,2,15,-112
0,45,-61.0,16,16,1,-42.0,195,15,3,20,-112
0,45,16.0,19,21,0,107.0,203,2,0,0,-25
0,49,-72.0,9,19,0,-85.0,194,12,2,14,-113
1,45,14.0,10,18,0,-4.0,199,5,1,5,-39
0,48,-40.0,13,14,0,-46.0,193,12,3,25,-82
0,50,-5.0,19,27,0,-8.0,207,6,1,7,-52
0,49,22.0,12,17,0,-14.0,196,9,3,26,-33
0,52,-43.0,18,31,0,-11.0,206,8,1,5,-87
0,47,-3.0,14,16,0,-40.0,201,10,4,37,-48
1,44,36.0,16,16,1,-16.0,185,2,0,0,-24
0,47,-37.0,13,14,0,-34.0,195,11,3,20,-73
1,45,29.0,13,15,0,-75.0,182,2,0,0,-23
0,47,-49.0,20,23,0,-37.0,190,8,1,5,-93
0,48,-15.0,12,23,0,-84.0,190,8,2,14,-58
1,48,29.0,20,22,0,-9.0,192,3,1,6,-19
0,46,7.0,11,18,0,-56.0,193,6,2,13,-40
1,49,64.0,15,15,1,-27.0,193,7,4,41,1
0,47,5.0,20,24,0,-85.0,194,5,1,5,-39
1,47,28.0,13,14,0,-76.0,191,5,2,17,-22
0,44,19.0,14,25,0,58.0,189,2,0,0,-25
0,47,14.0,12,18,0,-15.0,194,4,1,5,-37
0,45,-39.0,16,23,0,-32.0,200,10,2,13,-83
0,51,-60.0,26,26,1,-63.0,200,13,2,20,-115
0,45,-102.0,13,16,0,-70.0,193,15,2,11,-143
0,44,-80.0,12,14,0,-87.0,197,16,3,18,-123
1,45,24.0,13,13,1,-83.0,192,3,0,0,-36
0,48,-46.0,12,16,0,-62.0,197,8,1,6,-93
0,45,-3.0,13,16,0,26.0,197,6,2,11,-44
0,45,21.0,10,16,0,-19.0,191,4,1,5,-24
0,51,-32.0,24,26,0,-24.0,207,9,1,8,-79
0,47,-32.0,15,20,0,-23.0,196,6,1,9,-75
0,46,3.0,23,23,1,-28.0,188,9,3,27,-49
0,43,-80.0,10,17,0,-17.0,180,11,2,15,-116
0,48,-48.0,13,19,0,-10.0,200,9,1,8,-92
0,52,-26.0,15,29,0,-22.0,212,6,0,0,-74
0,46,-60.0,10,16,0,-77.0,194,13,3,18,-102
0,50,-67.0,13,26,0,8.0,204,12,3,22,-114
0,45,-18.0,15,20,0,-46.0,191,9,3,19,-58
0,45,-4.0,12,21,0,22.0,197,4,0,0,-46
0,50,-23.0,16,25,0,-11.0,203,8,1,7,-69
0,52,-19.0,13,22,0,-21.0,203,8,2,15,-64
0,52,-26.0,26,26,1,-42.0,215,11,2,18,-79
1,47,16.0,13,20,0,-6.0,203,5,1,8,-38
0,50,-8.0,15,21,0,-81.0,199,3,0,0,-52
0,49,-31.0,16,20,0,-12.0,193,12,5,35,-71
1,48,31.0,15,15,1,-82.0,191,3,1,6,-27
0,47,-24.0,10,17,0,3.0,188,6,1,8,-62
0,46,-79.0,11,21,0,-9.0,214,7,0,0,-117
0,50,-70.0,11,18,0,-40.0,225,12,2,16,-120
1,48,16.0,15,17,0,-93.0,196,4,1,8,-32
0,48,-22.0,20,20,1,-93.0,200,6,1,8,-81
0,45,-6.0,12,26,0,-34.0,194,7,2,15,-53
0,44,-7.0,16,20,0,17.0,195,3,0,0,-54
0,46,-60.0,15,16,0,-36.0,190,9,2,17,-102
1,46,41.0,15,15,1,-25.0,192,2,0,0,-21
0,48,-38.0,12,20,0,-50.0,195,8,2,11,-82
0,49,-34.0,13,17,0,-18.0,204,10,1,8,-82
0,51,20.0,14,23,0,-33.0,201,2,0,0,-30
0,49,-39.0,16,22,0,4.0,198,8,1,8,-81
1,46,16.0,13,15,0,-3.0,193,4,1,8,-35
0,46,-38.0,23,23,1,-30.0,187,13,4,31,-86
0,50,-17.0,10,16,0,-14.0,215,7,2,13,-66
0,46,-121.0,15,15,1,-50.0,190,14,1,6,-169
0,46,-2.0,12,23,0,31.0,188,3,0,0,-42
0,45,-11.0,9,15,0,-42.0,179,6,1,8,-53
0,50,4.0,13,23,0,-54.0,199,5,1,5,-43
0,47,13.0,9,18,0,-14.0,192,2,0,0,-32
0,48,-61.0,20,23,0,-48.0,195,11,3,26,-104
0,44,3.0,8,14,0,-22.0,190,7,2,13,-42
0,48,-55.0,15,22,0,-16.0,196,8,1,5,-99
0,46,-98.0,14,17,0,-104.0,193,11,0,0,-139
1,43,41.0,20,20,1,-46.0,184,2,0,0,-21
0,49,-10.0,20,20,1,28.0,211,10,3,28,-71
0,43,-56.0,9,22,0,-38.0,181,7,1,5,-94
0,47,-29.0,16,16,1,-11.0,198,5,0,0,-82
1,47,24.0,17,23,0,5.0,203,3,1,6,-25
0,47,-14.0,14,15,0,-52.0,186,9,2,15,-52
0,46,-2.0,13,18,0,-27.0,188,4,1,4,-48
0,48,-43.0,21,23,0,-47.0,194,9,2,16,-88
1,48,54.0,23,23,1,50.0,198,10,5,40,-7
0,44,-35.0,9,14,0,-72.0,183,8,2,9,-71
0,47,-40.0,12,19,0,-22.0,190,6,1,5,-84
0,50,-35.0,24,25,0,-26.0,205,10,3,26,-75
0,49,-19.0,15,15,1,32.0,196,9,3,28,-72
0,47,14.0,11,15,0,-2.0,196,2,0,0,-30
0,49,-15.0,22,27,0,-2.0,205,8,1,11,-59
1,47,25.0,14,14,1,-27.0,205,4,1,8,-33
1,46,25.0,16,19,0,-38.0,180,2,0,0,-23
0,47,-13.0,13,20,0,-40.0,191,5,1,9,-55
0,46,-23.0,15,16,0,-55.0,188,8,1,8,-67
0,47,18.0,19,19,1,32.0,213,4,1,6,-43
0,46,7.0,13,21,0,5.0,194,3,0,0,-43
0,44,5.0,19,19,1,16.0,190,5,1,16,-55
0,50,-60.0,20,20,1,-19.0,206,16,4,28,-108
0,47,-32.0,15,22,0,-61.0,194,8,2,15,-80
0,44,-3.0,11,23,0,-14.0,180,5,1,6,-43
0,47,3.0,10,24,0,2.0,195,4,1,5,-44
1,47,22.0,13,16,0,11.0,202,2,0,0,-32
0,46,4.0,11,19,0,-25.0,189,3,0,0,-41
0,45,18.0,11,14,0,-69.0,183,2,0,0,-23
1,50,9.0,14,15,0,-80.0,199,4,1,5,-44
1,47,38.0,16,16,1,-10.0,191,5,2,17,-20
0,49,-1.0,20,20,1,9.0,195,5,1,10,-58
0,46,-15.0,11,15,0,14.0,185,5,0,0,-56
0,47,7.0,15,15,1,-33.0,200,4,0,0,-47
0,51,3.0,14,21,0,-31.0,197,6,1,5,-43
0,45,2.0,9,27,0,-96.0,183,3,0,0,-42
0,50,0.0,22,22,1,-25.0,206,7,1,7,-58
0,51,-42.0,12,25,0,-89.0,204,9,1,5,-98
0,48,-11.0,19,24,0,16.0,201,7,2,15,-54
0,46,-17.0,11,20,0,-21.0,200,11,4,28,-60
0,49,38.0,19,29,0,-8.0,200,4,2,14,-14
0,51,-46.0,9,18,0,5.0,220,13,3,19,-95
0,49,0.0,11,23,0,-25.0,199,6,2,14,-48
0,51,-45.0,11,18,0,-20.0,219,8,1,9,-94
0,52,-21.0,10,24,0,-62.0,197,7,1,6,-67
0,49,-35.0,15,15,1,-78.0,203,12,2,14,-91
0,50,-47.0,19,19,1,-43.0,189,11,2,19,-96
0,49,29.0,14,22,0,-51.0,210,4,1,5,-22
0,50,-74.0,13,17,0,-91.0,197,10,0,0,-116
0,47,-112.0,16,17,0,-85.0,203,11,0,0,-156
0,46,-14.0,25,25,1,-26.0,189,7,2,11,-70
0,45,-55.0,11,22,0,-82.0,194,10,1,4,-97
1,51,39.0,16,16,1,-21.0,197,3,1,8,-23
0,47,7.0,17,19,0,-70.0,202,5,1,8,-41
1,46,32.0,11,14,0,-64.0,193,2,0,0,-18
1,45,18.0,13,14,0,5.0,185,5,2,14,-33
0,49,-5.0,11,24,0,-42.0,193,6,2,14,-51
1,45,41.0,22,22,1,-79.0,179,2,0,0,-18
0,45,-14.0,24,24,1,-24.0,191,9,2,20,-70
0,47,13.0,12,17,0,-39.0,193,4,0,0,-36
1,45,20.0,20,20,1,-70.0,186,5,1,9,-38
0,50,14.0,12,27,0,-4.0,203,5,1,8,-35
0,44,-10.0,19,20,0,-10.0,192,7,2,14,-57
0,44,33.0,15,19,0,-21.0,193,2,0,0,-19
0,48,-7.0,17,19,0,33.0,199,3,0,0,-52
0,45,13.0,11,26,0,-57.0,189,4,1,8,-33
1,46,18.0,10,15,0,-92.0,191,2,0,0,-32
0,46,-55.0,14,17,0,-81.0,186,11,2,15,-97
1,48,27.0,11,22,0,-53.0,192,5,2,13,-24
0,47,29.0,11,17,0,-32.0,191,2,0,0,-19
0,48,18.0,13,16,0,-55.0,200,3,0,0,-28
1,50,23.0,19,22,0,-26.0,200,9,4,32,-30
0,45,15.0,13,27,0,22.0,201,5,1,9,-38
0,46,7.0,15,19,0,-33.0,182,7,3,25,-36
0,44,-18.0,14,16,0,-71.0,180,9,2,14,-58
1,47,33.0,17,17,1,-10.0,191,4,1,6,-30
0,49,-59.0,14,16,0,-104.0,189,9,0,0,-102
0,46,-28.0,19,19,1,-62.0,192,5,0,0,-85
0,48,-54.0,13,21,0,-29.0,200,9,2,15,-98
0,54,13.0,14,25,0,14.0,207,3,0,0,-41
0,46,-47.0,10,15,0,-49.0,196,7,0,0,-96
0,45,-49.0,15,15,1,-87.0,197,8,0,0,-104
0,44,-65.0,15,23,0,-55.0,197,11,2,11,-105
0,46,-62.0,11,20,0,-5.0,190,8,1,8,-106
0,48,-36.0,17,18,0,-66.0,200,7,0,0,-80
1,47,64.0,22,22,1,-24.0,199,2,1,9,0
0,51,-30.0,12,22,0,-42.0,200,9,2,14,-70
0,43,-25.0,17,20,0,-14.0,187,8,2,15,-63
1,46,25.0,11,20,0,-54.0,192,4,1,6,-23
0,49,-55.0,11,27,0,-46.0,194,11,2,10,-99
1,49,44.0,24,24,1,7.0,210,3,1,8,-23
1,48,32.0,13,21,0,-32.0,194,4,2,13,-18
0,46,-35.0,10,16,0,-78.0,187,7,0,0,-77
1,53,26.0,13,22,0,-50.0,203,6,3,23,-24
1,51,37.0,23,23,1,-15.0,208,5,1,11,-26
1,46,23.0,11,15,0,-4.0,190,3,1,9,-25
0,47,-21.0,11,26,0,-23.0,187,9,3,20,-59
1,48,28.0,14,17,0,-68.0,189,4,1,8,-19
0,44,-37.0,15,22,0,-82.0,191,8,1,6,-73
0,46,-33.0,12,18,0,-4.0,200,7,1,8,-80
1,46,20.0,14,18,0,-76.0,187,4,1,5,-29
1,47,9.0,18,18,1,-55.0,186,6,1,7,-47
0,46,-40.0,13,16,0,-19.0,191,13,5,38,-83
1,47,43.0,18,21,0,-23.0,202,3,1,7,-14
1,50,28.0,21,23,0,6.0,208,3,1,10,-21
0,49,2.0,12,19,0,-47.0,197,4,0,0,-44
0,48,-4.0,15,22,0,-42.0,201,9,3,26,-53
0,46,-13.0,19,19,1,-27.0,191,10,3,26,-69
1,48,27.0,20,21,0,14.0,194,6,2,17,-24
0,46,-31.0,10,14,0,-93.0,184,7,1,4,-77
0,47,13.0,12,23,0,-1.0,203,2,0,0,-39
1,47,23.0,25,25,1,-13.0,190,3,0,0,-36
