PLAYER_WON,ROUNDS,PLAYER_SCORE,PLAYER_LONGEST_ROUTE_LENGTH,LONGEST_ROUTE_IN_GAME,PLAYER_HAD_LONGEST_ROUTE,TOTAL_POINTS_IN_GAME,TOTAL_GAINED_POINTS_IN_GAME,PLAYER_ROUTE_CARDS,PLAYER_COMPLETED_ROUTE_CARDS,PLAYER_GAINED_POINTS_FROM_ROUTE_CARDS,PLAYER_POINTS_FROM_ROUTE_CARDS
0,43,-19.0,19,19,1,-52.0,183,8,2,9,-70
0,50,-6.0,12,25,0,-2.0,200,5,1,5,-50
0,49,-7.0,10,30,0,-32.0,200,6,1,5,-55
0,47,-49.0,13,29,0,-42.0,195,10,2,13,-93
0,46,-69.0,13,18,0,-55.0,182,8,1,6,-104
0,46,-9.0,14,14,1,-38.0,190,8,2,16,-63
0,44,-31.0,12,13,0,-21.0,197,8,2,11,-69
1,51,44.0,27,27,1,-40.0,192,3,1,7,-18
0,47,-38.0,12,16,0,-73.0,190,7,1,5,-85
0,49,-66.0,14,30,0,-55.0,216,10,1,6,-104
1,47,6.0,10,19,0,-50.0,199,8,3,19,-42
0,50,-17.0,13,16,0,-65.0,206,5,0,0,-60
1,50,34.0,29,29,1,-42.0,202,6,2,19,-28
1,46,24.0,16,17,0,-10.0,192,2,0,0,-24
0,51,-48.0,11,19,0,-85.0,200,12,3,18,-95
0,47,-23.0,13,20,0,-7.0,200,12,4,33,-65
0,47,-26.0,9,18,0,-87.0,198,5,0,0,-68
0,47,-25.0,14,19,0,-67.0,193,10,2,17,-66
1,47,1.0,8,17,0,-63.0,182,5,1,8,-49
1,50,31.0,18,18,1,-44.0,206,4,1,5,-28
0,46,-13.0,17,17,1,-33.0,190,9,2,19,-69
0,46,15.0,21,21,1,20.0,183,10,3,33,-36
0,46,31.0,14,17,0,15.0,205,4,2,16,-13
0,52,-33.0,15,16,0,-95.0,204,8,1,8,-81
0,44,0.0,13,23,0,-52.0,180,4,0,0,-44
0,47,2.0,11,23,0,-15.0,194,4,1,5,-46
0,50,-57.0,16,27,0,-28.0,209,12,2,15,-99
0,50,-41.0,16,16,1,-41.0,214,9,1,5,-97
0,50,-47.0,14,17,0,-34.0,196,12,3,24,-89
0,45,-51.0,10,22,0,-19.0,190,7,0,0,-96
0,45,-18.0,16,16,1,-101.0,184,9,2,12,-69
0,48,-56.0,13,24,0,62.0,203,8,1,8,-97
0,50,-28.0,13,30,0,-29.0,208,6,1,5,-70
0,49,-97.0,13,25,0,-99.0,198,14,3,18,-132
0,48,-57.0,13,15,0,-57.0,189,8,0,0,-96
0,51,8.0,15,20,0,-73.0,201,4,1,8,-41
1,47,43.0,18,18,1,-14.0,193,5,2,13,-18
0,48,-41.0,21,26,0,14.0,202,8,1,5,-82
0,51,-18.0,24,24,1,-48.0,196,9,2,19,-72
0,48,-4.0,21,21,1,-89.0,190,5,0,0,-59
0,46,-14.0,10,23,0,-95.0,186,7,1,8,-59
0,48,21.0,18,24,0,45.0,208,2,0,0,-30
1,48,52.0,20,20,1,29.0,199,4,2,16,-10
0,49,-84.0,16,28,0,-51.0,198,11,2,18,-128
0,47,-67.0,11,14,0,-41.0,200,12,2,17,-105
1,45,21.0,13,14,0,-41.0,189,2,0,0,-30
0,50,9.0,9,19,0,-34.0,201,4,1,4,-38
0,50,-1.0,9,14,0,-67.0,193,3,0,0,-52
0,47,-42.0,16,22,0,-43.0,188,11,3,30,-83
0,47,-60.0,15,22,0,6.0,198,15,5,41,-99
0,46,0.0,10,24,0,-5.0,190,6,2,15,-39
0,48,-35.0,19,19,1,-83.0,196,10,2,18,-90
0,50,-35.0,16,29,0,-31.0,204,11,3,25,-81
0,45,-51.0,11,17,0,-84.0,180,9,2,9,-88
0,49,-30.0,13,16,0,-19.0,192,9,2,15,-70
0,46,-37.0,12,23,0,7.0,188,9,2,15,-75
0,49,-49.0,14,24,0,-29.0,208,8,1,6,-97
0,52,-42.0,12,26,0,-26.0,209,11,2,13,-96
0,50,25.0,19,19,1,-5.0,208,5,1,9,-29
0,45,-19.0,16,21,0,-84.0,179,4,0,0,-56
0,48,-49.0,10,16,0,-54.0,200,7,0,0,-95
0,48,-19.0,13,23,0,-35.0,187,6,1,8,-63
0,48,-23.0,11,17,0,-68.0,193,6,1,7,-67
0,47,-51.0,10,18,0,-23.0,199,7,0,0,-98
0,48,-59.0,14,22,0,-12.0,195,8,1,9,-103
0,47,-39.0,9,27,0,-77.0,192,6,0,0,-84
0,53,6.0,13,24,0,-7.0,200,5,2,18,-40
0,52,-56.0,21,21,1,-29.0,207,10,1,5,-116
1,49,37.0,15,17,0,-53.0,197,4,2,19,-14
0,48,-45.0,14,15,0,-26.0,195,10,3,18,-85
1,49,36.0,14,16,0,-37.0,195,4,2,14,-15
0,48,-41.0,8,27,0,-84.0,197,13,3,18,-79
0,49,-2.0,15,16,0,36.0,203,5,1,8,-47
0,48,35.0,13,19,0,9.0,200,5,2,17,-10
0,48,34.0,13,22,0,23.0,208,4,2,15,-14
1,47,31.0,26,26,1,-57.0,192,8,3,23,-31
0,46,27.0,19,19,1,-41.0,192,3,0,0,-31
0,45,11.0,9,20,0,32.0,198,3,0,0,-37
0,48,-41.0,15,19,0,-33.0,196,8,2,14,-83
0,48,28.0,9,23,0,24.0,199,4,1,5,-20
0,47,-54.0,12,21,0,-94.0,189,10,2,14,-96
1,45,11.0,18,18,1,-73.0,186,4,1,5,-48
0,45,-9.0,10,26,0,-79.0,185,6,1,4,-51
0,50,-13.0,16,16,1,-62.0,197,9,2,17,-65
0,44,-52.0,15,25,0,-13.0,185,9,2,15,-94
0,48,-47.0,12,16,0,-39.0,193,6,0,0,-94
0,46,-74.0,12,15,0,-82.0,186,13,3,24,-113
1,50,26.0,11,19,0,-69.0,201,2,0,0,-25
1,50,25.0,15,18,0,-36.0,213,7,3,23,-31
0,51,18.0,29,29,1,-49.0,200,7,2,13,-41
1,48,46.0,16,22,0,38.0,206,7,4,37,-3
0,47,-47.0,14,17,0,-66.0,195,9,1,6,-85
0,46,-118.0,11,24,0,-94.0,176,14,1,7,-154
1,48,47.0,16,21,0,28.0,208,6,3,28,-6
0,41,-78.0,20,20,1,-18.0,178,10,1,6,-121
0,45,-73.0,11,18,0,-66.0,180,13,2,16,-113
0,45,25.0,18,18,1,-30.0,189,4,1,8,-29
0,47,-24.0,15,18,0,-45.0,193,8,2,12,-63
0,50,-37.0,12,16,0,-75.0,186,10,3,20,-79
