PLAYER_WON,ROUNDS,PLAYER_SCORE,PLAYER_LONGEST_ROUTE_LENGTH,LONGEST_ROUTE_IN_GAME,PLAYER_HAD_LONGEST_ROUTE,TOTAL_POINTS_IN_GAME,TOTAL_GAINED_POINTS_IN_GAME,PLAYER_ROUTE_CARDS,PLAYER_COMPLETED_ROUTE_CARDS,PLAYER_GAINED_POINTS_FROM_ROUTE_CARDS,PLAYER_POINTS_FROM_ROUTE_CARDS
0,50,-40.0,21,23,0,-63.0,187,7,1,6,-86
0,49,-26.0,10,19,0,-44.0,196,9,2,13,-74
0,46,-35.0,16,25,0,-22.0,190,9,2,15,-78
1,47,27.0,16,20,0,-68.0,193,4,1,5,-26
0,48,-81.0,11,17,0,-89.0,200,11,1,4,-126
1,45,22.0,20,20,1,13.0,194,4,1,5,-35
0,50,-11.0,10,28,0,-79.0,203,5,0,0,-55
0,48,-9.0,14,17,0,-55.0,207,6,1,9,-50
0,45,-40.0,9,29,0,-13.0,195,10,3,22,-78
0,48,-58.0,11,26,0,-26.0,197,9,1,9,-104
0,48,-51.0,12,24,0,-44.0,196,11,2,11,-98
0,47,15.0,15,16,0,-15.0,203,3,0,0,-36
1,47,27.0,13,14,0,-56.0,196,2,0,0,-25
0,47,-48.0,24,24,1,-34.0,192,14,4,36,-100
0,49,-34.0,15,16,0,-82.0,195,12,3,23,-76
1,51,19.0,23,23,1,-42.0,197,8,2,18,-42
0,44,-42.0,11,13,0,-46.0,185,10,2,17,-81
0,48,-58.0,13,22,0,-9.0,200,9,1,7,-101
0,48,0.0,13,18,0,-42.0,203,5,1,6,-46
1,47,11.0,18,18,1,-67.0,189,5,1,6,-45
0,47,-2.0,13,27,0,7.0,191,7,2,9,-47
0,46,-46.0,13,25,0,27.0,188,10,2,14,-85
0,47,13.0,19,19,1,-2.0,201,6,1,11,-50
0,48,12.0,13,21,0,-37.0,202,4,1,5,-41
0,47,-3.0,20,20,1,-34.0,193,13,4,38,-60
1,47,33.0,24,24,1,-59.0,190,2,0,0,-25
0,45,11.0,15,18,0,-7.0,194,4,1,6,-36
0,47,-66.0,15,20,0,-76.0,195,14,3,20,-104
0,49,-72.0,12,18,0,-69.0,192,10,1,6,-115
1,45,26.0,11,13,0,-24.0,195,2,0,0,-24
1,48,28.0,17,17,1,-5.0,193,4,1,9,-32
0,47,27.0,12,18,0,43.0,204,4,2,17,-15
0,49,14.0,17,17,1,-11.0,205,5,1,6,-47
0,47,-11.0,14,16,0,-57.0,197,9,2,15,-54
0,47,-64.0,14,18,0,-17.0,194,8,0,0,-105
0,44,-34.0,10,16,0,-32.0,192,7,1,8,-76
0,47,-23.0,10,17,0,-38.0,188,8,1,5,-71
0,49,-46.0,23,23,1,-80.0,191,12,2,17,-97
0,46,-37.0,13,26,0,-95.0,189,6,0,0,-86
0,47,-33.0,12,20,0,-49.0,189,8,1,10,-76
0,48,-27.0,11,14,0,-46.0,190,9,2,18,-66
0,49,-55.0,17,27,0,-45.0,200,7,0,0,-105
0,47,-19.0,10,24,0,-13.0,204,8,2,11,-66
1,47,29.0,11,19,0,49.0,199,4,1,10,-23
0,48,2.0,13,24,0,-30.0,197,8,2,23,-45
0,43,26.0,11,14,0,94.0,201,2,0,0,-24
0,50,-46.0,13,23,0,-44.0,202,9,1,6,-90
0,49,-90.0,12,19,0,-12.0,197,14,2,16,-127
0,44,-5.0,28,28,1,-35.0,177,10,3,26,-52
0,46,13.0,13,20,0,-53.0,188,3,0,0,-36
0,46,16.0,13,28,0,-3.0,189,4,1,6,-30
0,49,-24.0,19,21,0,-30.0,197,7,1,8,-68
1,48,49.0,16,19,0,25.0,198,5,3,31,-2
0,49,-17.0,10,25,0,-64.0,195,8,1,8,-65
1,51,40.0,30,30,1,18.0,201,5,2,20,-16
0,45,-2.0,15,15,1,-12.0,196,9,2,22,-55
0,46,-9.0,11,18,0,-38.0,194,7,1,8,-55
0,47,20.0,11,17,0,-18.0,194,2,0,0,-23
0,48,8.0,14,19,0,-38.0,206,3,0,0,-43
0,47,-7.0,18,19,0,-16.0,202,6,1,8,-56
0,48,29.0,12,22,0,-35.0,200,2,0,0,-25
0,47,6.0,9,18,0,-20.0,205,5,1,9,-41
0,50,-31.0,11,16,0,-55.0,205,9,2,12,-75
0,48,8.0,11,23,0,-20.0,197,5,1,4,-37
1,47,16.0,13,21,0,-62.0,192,7,2,18,-38
0,46,26.0,18,24,0,-7.0,191,2,0,0,-23
0,45,-16.0,16,18,0,-2.0,190,4,0,0,-58
0,49,-58.0,19,19,1,-45.0,201,13,2,12,-108
0,45,11.0,17,19,0,-43.0,189,4,1,9,-36
1,48,72.0,28,28,1,-63.0,200,6,4,35,10
0,53,-16.0,11,18,0,-94.0,199,7,1,6,-59
0,50,-14.0,15,22,0,1.0,213,6,1,8,-69
0,44,-11.0,10,14,0,-98.0,181,4,0,0,-54
0,45,-34.0,11,16,0,-47.0,187,8,1,9,-73
1,45,32.0,12,17,0,-18.0,201,7,4,34,-16
0,49,-28.0,14,18,0,-7.0,197,7,1,8,-72
0,47,-40.0,14,22,0,-49.0,196,8,1,8,-86
0,49,-65.0,13,21,0,-23.0,199,10,1,9,-111
1,48,24.0,29,29,1,8.0,198,6,2,18,-37
1,50,40.0,27,27,1,-27.0,198,6,3,24,-20
0,49,-26.0,15,26,0,-51.0,203,8,2,11,-72
0,48,-6.0,11,26,0,-26.0,197,5,1,8,-50
0,45,-10.0,22,22,1,-30.0,185,9,2,18,-62
0,49,29.0,23,23,1,-46.0,204,3,0,0,-30
0,45,23.0,11,17,0,36.0,217,2,0,0,-23
