PLAYER_WON,ROUNDS,PLAYER_SCORE,PLAYER_LONGEST_ROUTE_LENGTH,LONGEST_ROUTE_IN_GAME,PLAYER_HAD_LONGEST_ROUTE,TOTAL_POINTS_IN_GAME,TOTAL_GAINED_POINTS_IN_GAME,PLAYER_ROUTE_CARDS,PLAYER_COMPLETED_ROUTE_CARDS,PLAYER_GAINED_POINTS_FROM_ROUTE_CARDS,PLAYER_POINTS_FROM_ROUTE_CARDS
1,47,45.0,13,20,0,43.0,206,3,1,11,-11
0,48,11.0,12,29,0,-38.0,199,3,0,0,-36
0,49,-33.0,21,21,1,-3.0,205,6,0,0,-88
1,46,74.0,19,19,1,-6.0,207,3,2,23,10
1,48,54.0,15,22,0,46.0,203,2,1,11,-2
0,45,-29.0,10,24,0,-71.0,189,7,1,5,-73
0,45,-9.0,10,20,0,47.0,189,4,0,0,-52
1,46,32.0,9,23,0,-65.0,186,2,0,0,-25
1,48,27.0,17,23,0,-33.0,203,5,2,23,-26
0,46,12.0,17,17,1,-46.0,196,4,0,0,-46
1,46,8.0,10,17,0,-70.0,189,3,0,0,-42
1,49,16.0,16,16,1,-113.0,198,5,0,0,-47
0,47,-61.0,14,15,0,-59.0,188,11,2,15,-100
1,45,31.0,19,19,1,-39.0,191,3,0,0,-36
1,46,60.0,22,22,1,-17.0,197,2,1,11,-2
1,45,20.0,20,21,0,-17.0,197,2,0,0,-25
1,50,33.0,17,18,0,-68.0,200,3,1,6,-18
1,46,21.0,12,14,0,-21.0,194,4,1,9,-32
0,48,-8.0,10,13,0,-68.0,204,5,1,9,-53
0,46,-27.0,9,21,0,-15.0,205,5,0,0,-77
1,48,14.0,13,20,0,-48.0,195,4,1,6,-36
1,50,28.0,20,20,1,-44.0,197,5,1,11,-32
0,51,-16.0,13,22,0,-51.0,200,8,1,10,-65
0,48,19.0,13,23,0,-31.0,207,3,0,0,-36
0,46,28.0,10,17,0,-25.0,197,3,1,8,-16
0,47,-23.0,19,26,0,-46.0,185,9,3,25,-64
1,45,44.0,19,19,1,-42.0,193,2,0,0,-23
0,46,-55.0,9,18,0,-68.0,182,8,0,0,-96
0,47,14.0,14,14,1,-24.0,196,3,0,0,-43
0,50,-35.0,9,32,0,-49.0,196,7,1,8,-81
0,48,-40.0,14,25,0,-35.0,200,10,2,15,-85
1,50,17.0,22,22,1,8.0,207,5,1,8,-46
1,48,36.0,15,15,1,15.0,209,5,2,14,-26
0,45,-25.0,18,18,1,82.0,216,5,0,0,-79
0,46,-20.0,12,23,0,-53.0,202,8,2,16,-70
0,50,-13.0,15,15,1,-11.0,226,10,3,22,-74
1,47,20.0,25,25,1,-79.0,192,8,2,19,-42
0,45,-8.0,9,19,0,-40.0,183,6,1,8,-51
0,46,19.0,17,17,1,12.0,192,3,0,0,-41
1,46,29.0,20,28,0,-18.0,192,2,0,0,-21
0,51,-13.0,22,22,1,-52.0,198,6,1,9,-69
0,50,-54.0,15,22,0,-69.0,202,8,0,0,-103
0,46,2.0,14,22,0,-68.0,182,3,0,0,-42
0,51,-19.0,11,26,0,-62.0,213,9,2,15,-69
1,50,28.0,24,24,1,-87.0,198,5,1,8,-35
1,45,31.0,20,20,1,-43.0,187,2,0,0,-30
0,46,30.0,18,27,0,-26.0,191,6,3,26,-15
0,47,-18.0,9,20,0,-40.0,196,5,0,0,-67
1,46,41.0,21,21,1,-49.0,201,2,0,0,-21
0,47,-27.0,8,22,0,59.0,203,5,0,0,-71
0,43,15.0,13,14,0,-31.0,189,5,2,13,-27
1,46,28.0,20,20,1,25.0,204,2,0,0,-31
0,45,-86.0,16,22,0,-40.0,181,9,1,6,-125
0,51,-17.0,20,26,0,-33.0,209,7,1,8,-63
0,48,-18.0,19,19,1,-53.0,206,9,2,17,-75
0,47,26.0,22,22,1,51.0,204,2,0,0,-35
1,45,22.0,15,17,0,37.0,204,2,0,0,-31
1,49,47.0,17,17,1,4.0,193,2,0,0,-20
0,47,31.0,14,23,0,53.0,220,3,1,9,-22
0,42,-12.0,11,16,0,28.0,180,5,1,6,-48
1,47,51.0,25,25,1,-60.0,200,7,3,22,-14
1,47,26.0,16,29,0,-29.0,196,2,0,0,-31
0,48,4.0,10,15,0,4.0,196,4,1,10,-41
0,48,-79.0,11,24,0,-37.0,201,11,1,8,-121
0,46,-5.0,14,17,0,-61.0,185,6,2,15,-46
0,49,-1.0,17,17,1,-85.0,199,8,2,18,-59
0,48,-76.0,10,21,0,-30.0,191,7,0,0,-112
1,44,25.0,14,28,0,-48.0,186,3,0,0,-28
1,46,17.0,17,27,0,-62.0,187,4,1,8,-29
0,44,-19.0,10,18,0,-36.0,184,7,2,14,-60
0,46,16.0,22,22,1,15.0,195,3,0,0,-40
1,46,32.0,12,21,0,9.0,192,3,1,9,-22
0,49,-71.0,11,13,0,-50.0,188,13,2,15,-108
0,50,-28.0,15,16,0,-37.0,207,10,2,13,-81
0,49,12.0,12,21,0,-52.0,198,3,0,0,-38
1,51,17.0,31,31,1,-54.0,198,6,2,13,-43
1,46,22.0,13,14,0,-15.0,194,2,0,0,-30
1,52,27.0,15,21,0,-75.0,204,4,1,9,-25
1,48,36.0,29,29,1,22.0,197,3,0,0,-26
1,48,65.0,18,18,1,-45.0,195,2,1,9,1
1,47,36.0,27,27,1,-52.0,192,3,0,0,-26
1,52,52.0,29,29,1,-16.0,211,2,1,8,-9
0,46,10.0,14,18,0,-8.0,201,4,1,6,-40
1,49,63.0,14,14,1,-41.0,202,4,2,19,2
0,48,15.0,12,22,0,26.0,210,5,1,6,-47
0,46,-8.0,13,16,0,-6.0,185,9,4,28,-44
0,51,-2.0,14,24,0,5.0,206,6,1,8,-53
0,45,-4.0,23,23,1,-30.0,194,8,2,17,-62
1,48,64.0,23,23,1,-55.0,201,2,1,9,1
0,48,-52.0,9,16,0,-43.0,193,9,1,8,-101
0,49,7.0,11,21,0,-42.0,211,6,1,8,-40
1,46,46.0,17,17,1,-25.0,189,4,2,17,-13
1,46,7.0,13,17,0,-87.0,197,4,1,5,-47
0,48,2.0,15,31,0,-25.0,196,7,3,23,-40
0,45,-67.0,10,21,0,-45.0,185,11,2,15,-103
1,45,36.0,15,16,0,-18.0,185,5,2,18,-7
0,45,5.0,12,17,0,6.0,189,3,0,0,-43
1,48,29.0,14,24,0,-26.0,201,2,0,0,-25
1,46,38.0,17,17,1,-23.0,196,4,1,9,-29
0,46,-23.0,11,27,0,-41.0,184,8,2,17,-64
