PLAYER_WON,ROUNDS,PLAYER_SCORE,PLAYER_LONGEST_ROUTE_LENGTH,LONGEST_ROUTE_IN_GAME,PLAYER_HAD_LONGEST_ROUTE,TOTAL_POINTS_IN_GAME,TOTAL_GAINED_POINTS_IN_GAME,PLAYER_ROUTE_CARDS,PLAYER_COMPLETED_ROUTE_CARDS,PLAYER_GAINED_POINTS_FROM_ROUTE_CARDS,PLAYER_POINTS_FROM_ROUTE_CARDS
0,46,-45.0,10,19,0,-50.0,192,9,2,11,-84
0,44,24.0,15,15,1,88.0,202,3,0,0,-36
0,50,-98.0,14,17,0,-59.0,210,15,1,6,-150
1,43,30.0,15,17,0,-35.0,174,2,0,0,-25
1,49,32.0,29,29,1,66.0,200,4,1,12,-35
0,47,-38.0,16,16,1,-64.0,190,12,2,12,-99
1,44,77.0,17,19,0,31.0,219,2,2,23,23
1,42,55.0,12,12,1,-79.0,188,4,2,17,-12
1,44,11.0,14,16,0,-51.0,190,6,2,14,-39
1,45,28.0,12,17,0,-2.0,184,5,2,16,-23
1,47,-7.0,15,21,0,-54.0,194,5,1,6,-55
1,45,22.0,23,23,1,-28.0,179,3,0,0,-36
1,48,45.0,14,18,0,-45.0,199,3,1,12,-12
1,42,24.0,16,16,1,-8.0,191,5,1,9,-43
1,44,54.0,13,23,0,49.0,192,4,2,20,-1
1,42,27.0,13,15,0,45.0,181,2,0,0,-25
0,46,19.0,15,26,0,-13.0,189,4,1,12,-33
1,48,44.0,16,29,0,-13.0,197,3,1,12,-12
1,46,41.0,20,20,1,-77.0,184,3,1,6,-17
1,46,33.0,17,21,0,-63.0,180,5,2,14,-17
0,45,-27.0,10,25,0,-58.0,187,10,3,23,-69
0,48,-52.0,13,19,0,-69.0,201,11,1,6,-101
1,47,36.0,18,19,0,-48.0,195,5,2,17,-17
1,45,31.0,15,31,0,-84.0,189,4,1,8,-24
1,44,24.0,11,14,0,-63.0,187,4,1,6,-30
1,44,27.0,8,23,0,-78.0,179,2,0,0,-24
1,43,31.0,12,20,0,-24.0,184,2,0,0,-23
0,45,6.0,10,14,0,25.0,205,6,2,11,-36
1,42,30.0,9,14,0,-52.0,174,2,0,0,-24
1,43,27.0,9,15,0,-49.0,179,2,0,0,-24
0,45,-1.0,10,19,0,-16.0,204,4,0,0,-47
1,42,46.0,16,16,1,-97.0,181,4,1,10,-19
0,49,-4.0,12,27,0,27.0,202,6,1,6,-52
0,45,-44.0,15,16,0,-25.0,194,8,1,5,-91
1,42,31.0,12,14,0,39.0,196,2,0,0,-23
1,42,34.0,14,19,0,32.0,189,2,0,0,-23
1,44,34.0,13,16,0,3.0,175,3,1,5,-18
1,43,37.0,15,15,1,-33.0,190,2,0,0,-24
1,48,36.0,20,20,1,-41.0,195,6,2,17,-25
1,42,31.0,11,17,0,-45.0,180,2,0,0,-23
1,48,49.0,22,22,1,-1.0,208,3,1,8,-15
1,45,34.0,22,22,1,-42.0,185,4,1,6,-26
1,44,40.0,15,15,1,5.0,185,2,0,0,-24
0,50,-35.0,10,24,0,-39.0,203,10,2,13,-83
0,47,-10.0,14,17,0,-67.0,194,7,2,14,-57
0,48,10.0,12,28,0,69.0,238,6,1,12,-40
1,43,26.0,20,20,1,-47.0,197,3,0,0,-36
1,43,34.0,12,14,0,-65.0,183,5,2,18,-23
0,44,-4.0,11,15,0,-41.0,197,8,2,15,-51
0,44,7.0,10,16,0,-25.0,192,3,0,0,-40
1,45,23.0,13,15,0,-20.0,199,4,1,5,-27
1,44,12.0,14,20,0,-7.0,178,3,0,0,-39
1,44,39.0,19,19,1,-9.0,184,2,0,0,-24
1,45,59.0,15,15,1,31.0,192,11,7,65,-6
1,45,21.0,16,17,0,-26.0,193,4,1,6,-30
0,47,-27.0,10,16,0,-82.0,196,10,3,20,-74
0,47,-18.0,13,17,0,-69.0,193,9,2,14,-68
1,45,39.0,13,15,0,-48.0,186,3,1,8,-15
1,45,89.0,14,14,1,5.0,221,3,3,28,28
0,49,-63.0,13,21,0,-64.0,197,10,1,6,-112
1,45,36.0,18,18,1,-32.0,187,2,0,0,-24
1,45,35.0,24,24,1,13.0,194,4,1,9,-31
1,47,68.0,16,16,1,13.0,209,3,2,17,4
1,43,25.0,19,19,1,15.0,181,3,0,0,-36
1,43,39.0,24,24,1,56.0,191,2,0,0,-23
1,43,28.0,11,18,0,-48.0,179,2,0,0,-23
1,42,29.0,23,23,1,-66.0,178,3,0,0,-36
0,50,-42.0,13,21,0,-61.0,200,8,1,5,-94
1,48,42.0,21,21,1,-19.0,194,5,2,14,-22
1,43,38.0,19,19,1,-1.0,190,2,0,0,-24
0,45,27.0,25,25,1,18.0,203,5,1,6,-38
0,46,29.0,19,19,1,-61.0,193,3,0,0,-36
1,42,35.0,10,10,1,-4.0,207,2,0,0,-25
1,42,34.0,12,18,0,-19.0,186,4,1,10,-26
1,46,35.0,21,21,1,47.0,188,5,2,18,-30
1,44,29.0,16,16,1,-62.0,179,2,0,0,-30
0,47,-38.0,14,25,0,-7.0,212,9,1,4,-89
0,49,-46.0,12,15,0,-49.0,194,12,3,23,-89
0,46,-3.0,13,21,0,1.0,202,4,0,0,-55
0,46,24.0,22,22,1,-51.0,184,6,2,19,-28
0,45,11.0,10,17,0,24.0,199,3,0,0,-41
0,48,9.0,8,19,0,-98.0,206,5,1,6,-43
1,42,20.0,12,16,0,-38.0,177,2,0,0,-30
0,52,8.0,10,17,0,-59.0,196,5,1,8,-47
1,41,27.0,22,22,1,59.0,208,3,0,0,-42
0,52,-14.0,12,26,0,54.0,215,8,2,12,-65
0,50,-66.0,13,16,0,-35.0,218,9,0,0,-118
0,46,16.0,12,12,1,-10.0,210,4,1,6,-41
0,46,16.0,14,22,0,48.0,209,4,1,6,-41
0,50,-6.0,16,21,0,-21.0,198,8,3,22,-51
1,43,18.0,13,13,1,-19.0,190,2,0,0,-42
0,51,21.0,9,18,0,-41.0,196,2,0,0,-32
0,50,-63.0,16,20,0,-77.0,204,10,0,0,-120
1,43,19.0,16,16,1,-23.0,176,2,0,0,-42
0,50,-35.0,9,28,0,-40.0,203,8,1,8,-81
1,45,31.0,18,18,1,-46.0,181,2,0,0,-30
0,48,-11.0,12,21,0,-39.0,204,6,1,6,-60
1,48,31.0,12,19,0,-92.0,193,2,0,0,-23
1,45,32.0,9,24,0,19.0,194,2,0,0,-22
1,46,21.0,11,12,0,-46.0,200,2,0,0,-31
0,46,27.0,13,15,0,-77.0,193,3,1,6,-24
1,48,13.0,17,22,0,-20.0,197,3,0,0,-43
1,41,36.0,15,15,1,27.0,192,2,0,0,-30
1,46,29.0,17,22,0,-9.0,212,5,2,17,-24
1,42,32.0,17,17,1,81.0,195,2,0,0,-30
1,46,37.0,9,23,0,-31.0,198,4,2,13,-17
0,46,16.0,11,20,0,107.0,215,2,0,0,-33
0,50,-15.0,13,17,0,-42.0,217,8,0,0,-75
1,47,43.0,17,17,1,74.0,216,2,0,0,-21
1,43,34.0,11,15,0,-24.0,174,4,2,13,-19
1,44,40.0,17,17,1,-3.0,198,2,0,0,-31
0,46,-32.0,12,15,0,2.0,210,9,2,15,-82
0,50,-28.0,10,27,0,-73.0,202,6,0,0,-79
1,45,28.0,22,22,1,-44.0,194,2,0,0,-32
0,51,-27.0,9,14,0,-48.0,213,8,0,0,-88
0,47,-41.0,16,26,0,-32.0,199,9,2,13,-85
0,46,17.0,14,17,0,32.0,207,2,0,0,-30
1,49,29.0,12,21,0,-31.0,201,6,3,24,-23
0,43,-18.0,20,23,0,-34.0,185,7,1,8,-64
1,42,35.0,9,21,0,2.0,177,2,0,0,-21
0,51,-41.0,15,21,0,-34.0,198,10,2,17,-88
0,46,6.0,11,24,0,-38.0,185,7,3,23,-37
0,44,15.0,18,18,1,-28.0,207,9,3,27,-45
1,49,20.0,15,24,0,-24.0,200,6,2,13,-34
0,49,-54.0,16,23,0,-65.0,195,8,0,0,-106
0,52,-85.0,18,24,0,-86.0,207,11,0,0,-137
1,44,30.0,19,19,1,-23.0,184,2,0,0,-31
1,43,18.0,10,17,0,-87.0,190,4,1,9,-33
0,50,-64.0,10,28,0,-75.0,204,9,0,0,-115
1,42,37.0,17,17,1,53.0,183,2,0,0,-30
0,50,-27.0,8,24,0,18.0,203,9,2,10,-79
1,45,32.0,17,17,1,-41.0,180,4,1,10,-32
0,50,-45.0,12,21,0,-63.0,212,10,0,0,-100
0,46,-76.0,15,25,0,6.0,212,11,1,6,-120
1,44,42.0,22,22,1,74.0,188,2,0,0,-21
1,42,32.0,15,18,0,-15.0,176,2,0,0,-23
1,44,30.0,12,16,0,-68.0,184,2,0,0,-23
1,42,10.0,10,12,0,-5.0,194,3,0,0,-42
