PLAYER_WON,ROUNDS,PLAYER_SCORE,PLAYER_LONGEST_ROUTE_LENGTH,LONGEST_ROUTE_IN_GAME,PLAYER_HAD_LONGEST_ROUTE,TOTAL_POINTS_IN_GAME,TOTAL_GAINED_POINTS_IN_GAME,PLAYER_ROUTE_CARDS,PLAYER_COMPLETED_ROUTE_CARDS,PLAYER_GAINED_POINTS_FROM_ROUTE_CARDS,PLAYER_POINTS_FROM_ROUTE_CARDS
1,44,25.0,13,15,0,-39.0,180,2,0,0,-25
0,50,-16.0,16,26,0,-50.0,194,6,1,5,-62
0,44,4.0,9,11,0,6.0,205,6,2,11,-41
0,48,18.0,25,25,1,-15.0,200,5,1,5,-47
1,48,21.0,14,17,0,-32.0,202,3,0,0,-36
0,47,-39.0,21,21,1,-90.0,190,9,1,11,-91
0,48,-67.0,12,15,0,-90.0,205,13,1,8,-121
0,48,23.0,16,16,1,-70.0,191,8,3,22,-38
0,51,32.0,21,23,0,-22.0,207,7,4,37,-20
0,49,-16.0,14,23,0,-68.0,207,8,2,13,-59
0,47,2.0,15,15,1,-23.0,200,7,2,18,-52
1,44,38.0,12,13,0,50.0,192,3,1,12,-18
1,46,40.0,12,12,1,32.0,207,2,0,0,-23
0,50,29.0,19,19,1,-49.0,199,3,0,0,-36
1,46,27.0,15,19,0,-69.0,192,2,0,0,-25
1,46,35.0,12,16,0,3.0,192,3,1,12,-20
0,50,15.0,14,18,0,-46.0,195,9,4,32,-30
1,45,29.0,11,23,0,57.0,201,2,0,0,-24
0,46,-3.0,16,16,1,14.0,199,8,2,23,-63
0,50,-2.0,29,29,1,-68.0,199,8,2,15,-62
1,46,63.0,14,15,0,-27.0,206,3,2,20,7
0,47,-11.0,12,20,0,-37.0,197,5,1,5,-54
1,44,38.0,20,20,1,55.0,206,2,0,0,-24
0,45,-18.0,12,18,0,-86.0,198,8,1,4,-69
1,48,30.0,10,16,0,-33.0,200,2,0,0,-23
0,47,-2.0,11,25,0,1.0,195,7,2,17,-51
1,46,5.0,23,23,1,-56.0,190,5,1,6,-54
0,48,-17.0,11,26,0,-58.0,199,10,3,23,-61
0,45,10.0,10,19,0,-98.0,189,2,0,0,-30
0,48,-3.0,12,33,0,-5.0,191,5,1,7,-50
1,45,57.0,11,13,0,-60.0,182,2,1,11,1
1,48,45.0,19,19,1,26.0,204,6,3,25,-13
1,43,44.0,20,20,1,70.0,177,3,1,6,-16
0,48,21.0,13,24,0,-66.0,197,4,1,9,-33
0,44,15.0,10,15,0,-9.0,182,5,2,13,-25
0,44,-36.0,16,25,0,-22.0,181,7,1,9,-80
0,45,4.0,14,28,0,20.0,217,4,1,9,-43
0,47,-22.0,23,23,1,-48.0,207,7,1,5,-84
1,50,41.0,29,29,1,-60.0,203,6,3,23,-20
0,50,-19.0,11,17,0,-53.0,200,6,1,6,-67
1,45,29.0,20,20,1,-41.0,181,2,0,0,-30
0,47,34.0,20,20,1,65.0,226,2,0,0,-30
0,44,-41.0,14,18,0,-38.0,192,8,2,15,-84
0,47,8.0,21,21,1,-12.0,201,5,1,9,-52
1,44,30.0,21,21,1,-31.0,188,2,0,0,-32
0,47,-94.0,9,30,0,-88.0,201,13,0,0,-149
0,51,-51.0,16,21,0,-68.0,205,8,0,0,-100
1,45,21.0,12,21,0,-26.0,190,2,0,0,-33
0,46,5.0,15,20,0,-29.0,190,7,3,24,-42
1,49,31.0,15,17,0,-72.0,201,2,0,0,-23
1,48,36.0,13,26,0,-4.0,201,5,2,15,-17
0,49,14.0,11,20,0,-72.0,194,2,0,0,-34
0,46,-32.0,9,17,0,-40.0,197,6,0,0,-73
1,45,26.0,11,15,0,-20.0,211,4,1,5,-29
1,55,51.0,24,24,1,-21.0,210,8,4,34,-11
1,46,36.0,15,17,0,-51.0,187,2,0,0,-18
1,45,23.0,10,18,0,-41.0,186,2,0,0,-31
0,46,-7.0,13,15,0,4.0,187,7,2,15,-48
1,45,46.0,22,22,1,-41.0,189,2,0,0,-18
1,48,29.0,16,18,0,-5.0,204,3,0,0,-28
0,46,0.0,14,29,0,-38.0,197,8,3,20,-47
0,51,36.0,20,20,1,134.0,230,2,0,0,-31
0,47,40.0,16,25,0,27.0,194,7,4,37,-13
0,49,10.0,18,18,1,-19.0,199,4,0,0,-49
1,43,57.0,18,19,0,22.0,192,2,1,9,0
