PLAYER_WON,ROUNDS,PLAYER_SCORE,PLAYER_LONGEST_ROUTE_LENGTH,LONGEST_ROUTE_IN_GAME,PLAYER_HAD_LONGEST_ROUTE,TOTAL_POINTS_IN_GAME,TOTAL_GAINED_POINTS_IN_GAME,PLAYER_ROUTE_CARDS,PLAYER_COMPLETED_ROUTE_CARDS,PLAYER_GAINED_POINTS_FROM_ROUTE_CARDS,PLAYER_POINTS_FROM_ROUTE_CARDS
0,47,9.0,16,19,0,62.0,203,3,0,0,-42
0,47,-20.0,16,16,1,-74.0,204,11,2,15,-76
1,47,12.0,20,21,0,-46.0,199,3,0,0,-36
0,45,-16.0,14,19,0,31.0,198,9,3,29,-59
0,47,-52.0,11,13,0,-61.0,193,12,2,13,-90
0,50,-25.0,21,21,1,-21.0,202,9,2,15,-78
0,46,-37.0,8,13,0,-82.0,192,9,2,14,-82
0,46,-7.0,9,18,0,1.0,193,4,0,0,-54
1,51,43.0,15,20,0,10.0,204,9,5,41,-7
1,50,44.0,13,17,0,-73.0,207,4,2,13,-11
0,48,18.0,11,16,0,15.0,209,6,2,15,-31
0,46,-13.0,17,21,0,1.0,196,5,1,5,-56
0,45,-29.0,18,18,1,-75.0,184,6,0,0,-86
0,52,-49.0,20,23,0,24.0,200,8,1,11,-91
0,49,-17.0,9,24,0,-32.0,201,6,1,6,-60
0,46,-29.0,19,19,1,-39.0,197,8,2,10,-82
1,51,28.0,13,18,0,-80.0,194,2,0,0,-24
0,48,8.0,17,23,0,-22.0,210,4,1,6,-36
1,51,68.0,26,26,1,12.0,211,8,5,39,7
0,46,-33.0,11,22,0,-49.0,189,7,1,5,-75
1,46,19.0,15,15,1,-37.0,190,9,4,28,-43
0,49,-10.0,12,25,0,-19.0,198,5,1,5,-55
0,43,-32.0,11,18,0,-27.0,201,6,0,0,-74
0,50,-38.0,13,13,1,-51.0,205,12,3,22,-89
1,47,24.0,12,21,0,-28.0,190,2,0,0,-25
0,49,-21.0,9,20,0,-69.0,203,6,1,6,-72
0,49,14.0,13,19,0,-55.0,197,2,0,0,-31
0,48,-99.0,14,17,0,-68.0,197,11,0,0,-139
0,43,-75.0,15,17,0,-48.0,177,12,3,23,-108
0,47,25.0,11,23,0,7.0,190,4,1,8,-26
0,49,-11.0,28,28,1,0.0,197,9,2,22,-70
1,44,17.0,11,15,0,-29.0,180,2,0,0,-31
0,46,-57.0,14,16,0,-72.0,182,11,2,12,-95
0,51,-11.0,17,25,0,-75.0,198,5,1,5,-59
0,48,2.0,11,30,0,7.0,196,5,1,8,-43
0,47,-11.0,9,18,0,-17.0,194,7,2,14,-54
0,45,-37.0,11,18,0,97.0,215,6,0,0,-87
0,47,-11.0,15,18,0,-12.0,196,6,1,8,-48
0,47,-31.0,22,24,0,-59.0,191,7,1,9,-73
1,53,36.0,27,27,1,-22.0,201,10,4,30,-26
0,47,-36.0,15,22,0,-28.0,186,7,1,5,-76
0,49,-22.0,13,22,0,-59.0,189,7,1,6,-69
0,46,5.0,16,17,0,-65.0,185,4,1,5,-37
0,47,-108.0,20,20,1,-84.0,187,17,4,33,-156
0,47,-1.0,17,17,1,-9.0,197,8,3,24,-54
0,46,-55.0,25,25,1,-19.0,190,14,4,31,-103
1,46,14.0,21,21,1,-26.0,202,4,1,5,-48
0,47,-4.0,12,18,0,-72.0,206,8,3,19,-49
1,48,14.0,19,19,1,-77.0,201,6,1,8,-46
1,48,36.0,26,26,1,-42.0,186,7,3,24,-25
0,47,-35.0,14,22,0,-73.0,190,7,1,9,-76
0,45,-39.0,9,25,0,-22.0,215,12,3,19,-86
0,45,13.0,8,15,0,-38.0,196,2,0,0,-31
0,48,0.0,15,16,0,-57.0,194,5,1,8,-47
0,48,-28.0,12,25,0,-39.0,196,8,2,14,-73
0,46,-10.0,12,18,0,33.0,206,7,2,15,-53
0,47,-2.0,13,15,0,-36.0,190,4,1,4,-42
0,47,-33.0,16,22,0,5.0,184,9,3,22,-69
0,46,-56.0,22,22,1,-97.0,185,10,1,11,-106
1,47,48.0,25,25,1,-20.0,196,2,1,9,-13
0,47,8.0,12,22,0,-65.0,196,6,2,15,-37
0,49,-71.0,21,21,1,-52.0,184,13,3,20,-118
0,46,-52.0,12,17,0,-31.0,190,10,2,13,-90
0,46,-28.0,11,18,0,-26.0,185,7,2,11,-66
0,48,-17.0,13,18,0,-35.0,203,8,1,8,-54
0,48,-41.0,16,18,0,-64.0,201,11,2,17,-87
0,45,6.0,13,16,0,-14.0,196,4,1,5,-42
0,48,-11.0,13,24,0,-29.0,198,7,2,17,-60
0,46,-38.0,11,11,1,-49.0,200,10,2,16,-85
0,46,-27.0,15,18,0,60.0,204,4,0,0,-68
0,49,13.0,21,28,0,-31.0,190,7,2,15,-32
1,49,33.0,14,16,0,-24.0,201,7,3,28,-18
0,51,2.0,13,22,0,-56.0,207,7,2,14,-46
0,46,-8.0,13,27,0,-39.0,193,8,3,22,-55
0,45,-54.0,19,21,0,-39.0,184,12,2,19,-91
1,48,14.0,23,23,1,-60.0,200,6,2,13,-41
0,47,-43.0,16,20,0,-69.0,186,9,2,17,-80
1,52,23.0,13,14,0,-40.0,203,6,2,16,-25
1,52,16.0,14,17,0,-77.0,202,5,1,5,-37
0,52,-29.0,20,21,0,-10.0,210,9,1,17,-78
0,47,18.0,12,15,0,-18.0,189,2,0,0,-30
0,47,-4.0,22,22,1,-69.0,184,6,1,9,-54
1,48,38.0,27,27,1,-35.0,202,4,1,11,-24
0,50,7.0,11,16,0,21.0,219,5,1,10,-41
0,45,-9.0,16,16,1,19.0,186,10,4,33,-55
1,49,67.0,16,16,1,41.0,235,5,3,31,3
1,48,20.0,17,20,0,-67.0,190,4,1,8,-28
0,48,-116.0,14,28,0,-62.0,186,16,3,22,-152
0,48,26.0,15,20,0,37.0,199,2,0,0,-18
1,52,54.0,29,29,1,2.0,200,7,4,36,-6
0,52,-5.0,19,19,1,-55.0,205,6,1,5,-61
1,45,77.0,21,21,1,-17.0,204,2,2,17,17
0,50,-51.0,18,21,0,-81.0,200,12,2,15,-97
1,50,37.0,24,24,1,-54.0,197,6,3,24,-23
1,50,28.0,14,19,0,-25.0,202,4,2,15,-24
0,51,-38.0,16,20,0,-45.0,194,14,4,27,-83
0,47,19.0,20,20,1,-12.0,189,7,2,16,-39
1,48,39.0,17,17,1,-27.0,200,7,3,22,-23
1,52,36.0,25,25,1,-72.0,208,3,1,6,-23
0,47,9.0,12,17,0,-19.0,194,2,0,0,-34
