PLAYER_WON,ROUNDS,PLAYER_SCORE,PLAYER_LONGEST_ROUTE_LENGTH,LONGEST_ROUTE_IN_GAME,PLAYER_HAD_LONGEST_ROUTE,TOTAL_POINTS_IN_GAME,TOTAL_GAINED_POINTS_IN_GAME,PLAYER_ROUTE_CARDS,PLAYER_COMPLETED_ROUTE_CARDS,PLAYER_GAINED_POINTS_FROM_ROUTE_CARDS,PLAYER_POINTS_FROM_ROUTE_CARDS
0,45,8.0,12,18,0,110.0,197,3,0,0,-34
0,43,18.0,15,16,0,122.0,214,2,0,0,-23
0,43,32.0,19,19,1,126.0,218,2,0,0,-23
1,45,34.0,15,24,0,97.0,206,2,0,0,-23
0,45,25.0,19,25,0,149.0,224,2,0,0,-23
0,45,28.0,10,23,0,131.0,206,2,0,0,-23
0,45,23.0,15,17,0,138.0,208,2,0,0,-24
0,44,29.0,16,17,0,108.0,200,2,0,0,-23
1,43,54.0,14,19,0,130.0,198,2,1,12,-1
0,45,34.0,21,22,0,128.0,220,2,0,0,-23
0,48,54.0,12,17,0,131.0,222,2,1,12,1
0,44,27.0,13,22,0,135.0,210,2,0,0,-23
1,44,32.0,10,16,0,63.0,205,2,0,0,-23
0,47,35.0,23,23,1,121.0,213,2,0,0,-24
0,44,38.0,12,12,1,118.0,210,2,0,0,-24
1,45,60.0,15,15,1,115.0,196,2,1,11,-1
0,44,25.0,11,29,0,122.0,214,2,0,0,-23
1,45,75.0,14,24,0,119.0,227,2,2,23,23
0,45,18.0,13,16,0,111.0,203,2,0,0,-23
1,45,37.0,23,23,1,110.0,202,2,0,0,-23
0,46,70.0,13,24,0,185.0,248,2,2,23,23
0,43,14.0,11,20,0,141.0,195,2,0,0,-24
1,46,38.0,19,19,1,87.0,201,2,0,0,-23
0,45,30.0,14,14,1,103.0,217,2,0,0,-24
1,44,69.0,17,17,1,135.0,203,2,1,13,2
0,43,27.0,16,17,0,116.0,208,2,0,0,-22
0,44,28.0,15,26,0,135.0,219,2,0,0,-23
0,45,24.0,16,16,1,151.0,214,2,0,0,-23
1,43,32.0,13,23,0,106.0,198,2,0,0,-23
0,44,27.0,9,22,0,151.0,226,2,0,0,-23
0,43,42.0,17,17,1,139.0,214,2,0,0,-23
1,43,36.0,22,22,1,103.0,195,2,0,0,-23
0,46,-17.0,11,25,0,63.0,200,5,0,0,-68
0,45,34.0,23,23,1,156.0,225,2,0,0,-23
0,46,28.0,14,19,0,143.0,218,2,0,0,-23
0,44,54.0,12,24,0,162.0,215,2,1,12,2
0,42,33.0,17,17,1,104.0,196,2,0,0,-23
1,42,35.0,12,22,0,108.0,200,2,0,0,-23
0,44,23.0,15,17,0,166.0,234,2,0,0,-23
1,46,47.0,14,19,0,119.0,208,2,1,10,-2
0,45,20.0,10,18,0,122.0,199,2,0,0,-23
0,44,28.0,14,17,0,122.0,208,2,0,0,-23
0,45,22.0,8,20,0,134.0,209,2,0,0,-23
1,43,37.0,21,21,1,105.0,197,2,0,0,-23
0,45,12.0,13,15,0,139.0,225,3,0,0,-34
1,43,32.0,16,18,0,100.0,192,2,0,0,-23
0,42,15.0,11,22,0,97.0,189,2,0,0,-23
0,45,20.0,11,24,0,133.0,208,2,0,0,-23
0,45,33.0,22,22,1,155.0,224,2,0,0,-23
0,45,21.0,8,14,0,124.0,193,2,0,0,-23
0,45,31.0,15,15,1,125.0,228,2,0,0,-29
0,45,18.0,20,20,1,119.0,211,2,0,0,-29
0,43,23.0,14,14,1,132.0,203,2,0,0,-31
0,45,-3.0,13,19,0,96.0,210,3,0,0,-51
0,43,33.0,16,16,1,126.0,218,2,0,0,-29
0,42,12.0,9,15,0,95.0,187,2,0,0,-29
0,45,32.0,17,17,1,191.0,243,2,0,0,-29
1,43,39.0,19,19,1,87.0,207,2,0,0,-29
0,44,-24.0,13,15,0,57.0,199,4,0,0,-68
0,45,7.0,9,26,0,137.0,229,3,0,0,-46
0,46,22.0,22,24,0,104.0,206,2,0,0,-29
0,42,20.0,11,19,0,147.0,209,2,0,0,-29
0,46,28.0,21,21,1,124.0,205,2,0,0,-29
0,46,17.0,9,22,0,177.0,229,2,0,0,-29
0,45,21.0,19,19,1,82.0,202,2,0,0,-29
0,46,-31.0,10,22,0,99.0,204,5,0,0,-79
0,46,23.0,10,24,0,142.0,217,2,0,0,-29
0,43,31.0,25,25,1,122.0,214,2,0,0,-29
1,43,39.0,19,19,1,118.0,210,2,0,0,-29
0,42,30.0,20,22,0,111.0,203,2,0,0,-29
0,44,-15.0,12,17,0,76.0,190,4,0,0,-57
0,43,29.0,19,19,1,113.0,205,2,0,0,-29
1,44,59.0,19,19,1,146.0,203,2,1,9,-11
1,44,35.0,16,16,1,113.0,205,2,0,0,-29
0,46,20.0,12,21,0,105.0,197,2,0,0,-29
1,44,53.0,13,16,0,135.0,210,2,1,9,1
1,48,44.0,26,26,1,108.0,211,2,0,0,-17
1,43,43.0,16,16,1,112.0,204,2,0,0,-17
0,43,-6.0,11,21,0,71.0,196,4,0,0,-50
0,44,28.0,13,21,0,103.0,195,2,0,0,-17
0,43,34.0,14,20,0,108.0,200,2,0,0,-17
0,43,28.0,8,21,0,66.0,197,2,0,0,-17
1,41,55.0,14,16,0,95.0,198,2,1,9,1
0,47,29.0,10,15,0,134.0,226,2,0,0,-17
1,42,41.0,9,11,0,48.0,190,2,0,0,-17
0,45,34.0,14,16,0,110.0,224,2,0,0,-17
1,43,53.0,13,15,0,114.0,189,2,1,9,1
0,45,31.0,12,20,0,110.0,202,2,0,0,-17
1,42,69.0,23,23,1,125.0,200,2,1,9,1
0,45,59.0,19,19,1,166.0,235,2,1,9,1
0,43,73.0,21,21,1,185.0,237,2,2,17,17
1,44,41.0,24,24,1,81.0,206,2,0,0,-17
0,44,25.0,14,16,0,101.0,193,2,0,0,-17
0,45,36.0,9,20,0,156.0,225,2,0,0,-17
0,46,41.0,17,17,1,161.0,230,2,0,0,-17
1,45,43.0,22,22,1,100.0,220,2,0,0,-17
1,46,52.0,19,25,0,135.0,210,2,1,9,1
1,46,64.0,19,23,0,148.0,223,2,2,17,17
1,44,78.0,19,19,1,165.0,228,2,2,17,17
1,41,43.0,23,23,1,120.0,212,2,0,0,-17
