PLAYER_WON,ROUNDS,PLAYER_SCORE,PLAYER_LONGEST_ROUTE_LENGTH,LONGEST_ROUTE_IN_GAME,PLAYER_HAD_LONGEST_ROUTE,TOTAL_POINTS_IN_GAME,TOTAL_GAINED_POINTS_IN_GAME,PLAYER_ROUTE_CARDS,PLAYER_COMPLETED_ROUTE_CARDS,PLAYER_GAINED_POINTS_FROM_ROUTE_CARDS,PLAYER_POINTS_FROM_ROUTE_CARDS
0,47,-26.0,12,19,0,103.0,230,5,0,0,-74
0,41,23.0,10,25,0,144.0,219,2,0,0,-23
1,42,40.0,18,18,1,107.0,199,2,0,0,-24
0,44,-14.0,16,25,0,88.0,208,4,0,0,-62
0,44,31.0,17,17,1,126.0,201,2,0,0,-23
0,48,-15.0,11,20,0,114.0,228,4,0,0,-62
1,42,42.0,18,18,1,108.0,200,2,0,0,-23
0,42,24.0,11,21,0,127.0,202,2,0,0,-23
0,43,44.0,18,18,1,135.0,210,2,0,0,-23
1,41,45.0,13,13,1,121.0,197,2,0,0,-23
0,43,23.0,18,21,0,77.0,196,2,0,0,-23
0,46,-38.0,13,22,0,73.0,212,6,0,0,-87
1,44,32.0,18,21,0,110.0,202,2,0,0,-23
1,42,56.0,16,17,0,125.0,195,2,1,11,-1
0,42,33.0,11,16,0,107.0,199,2,0,0,-23
1,47,43.0,27,27,1,113.0,205,2,0,0,-23
0,45,-10.0,14,14,1,107.0,232,5,0,0,-73
0,42,27.0,12,16,0,117.0,209,2,0,0,-23
1,43,31.0,15,25,0,95.0,187,2,0,0,-24
0,44,28.0,15,17,0,127.0,224,2,0,0,-23
0,43,24.0,13,14,0,141.0,198,2,0,0,-23
1,43,44.0,17,17,1,105.0,197,2,0,0,-24
1,46,40.0,25,25,1,109.0,218,2,0,0,-23
1,42,39.0,24,24,1,111.0,203,2,0,0,-23
0,46,56.0,12,16,0,140.0,225,2,1,12,1
0,42,40.0,12,16,0,107.0,227,2,0,0,-22
1,45,37.0,21,21,1,109.0,201,2,0,0,-23
0,44,28.0,13,20,0,75.0,200,2,0,0,-23
1,43,55.0,15,18,0,126.0,196,2,1,12,2
0,42,30.0,16,17,0,90.0,199,2,0,0,-23
0,41,42.0,16,16,1,135.0,210,2,0,0,-23
0,42,22.0,14,17,0,47.0,189,2,0,0,-23
0,46,25.0,11,21,0,67.0,203,2,0,0,-23
0,48,28.0,14,17,0,125.0,211,2,0,0,-22
1,41,36.0,10,21,0,107.0,199,2,0,0,-23
1,44,43.0,16,16,1,116.0,208,2,0,0,-23
1,44,42.0,14,14,1,120.0,212,2,0,0,-23
0,43,33.0,17,17,1,147.0,216,2,0,0,-23
0,45,27.0,15,24,0,108.0,200,2,0,0,-23
1,42,64.0,17,17,1,152.0,204,2,1,13,3
0,46,-1.0,12,16,0,108.0,205,3,0,0,-45
1,42,36.0,14,15,0,101.0,193,2,0,0,-23
1,41,41.0,24,24,1,94.0,203,2,0,0,-23
1,42,40.0,16,16,1,85.0,205,2,0,0,-23
1,40,42.0,18,18,1,120.0,212,2,0,0,-23
0,45,22.0,12,16,0,153.0,204,2,0,0,-23
0,47,29.0,16,24,0,115.0,224,2,0,0,-23
1,41,68.0,18,18,1,81.0,189,2,1,13,3
0,45,14.0,9,24,0,126.0,218,3,0,0,-40
