PLAYER_WON,ROUNDS,PLAYER_SCORE,PLAYER_LONGEST_ROUTE_LENGTH,LONGEST_ROUTE_IN_GAME,PLAYER_HAD_LONGEST_ROUTE,TOTAL_POINTS_IN_GAME,TOTAL_GAINED_POINTS_IN_GAME,PLAYER_ROUTE_CARDS,PLAYER_COMPLETED_ROUTE_CARDS,PLAYER_GAINED_POINTS_FROM_ROUTE_CARDS,PLAYER_POINTS_FROM_ROUTE_CARDS
0,45,34.0,14,14,1,109.0,206,2,0,0,-24
0,46,32.0,14,25,0,178.0,232,2,0,0,-25
0,46,29.0,13,17,0,145.0,231,2,0,0,-23
1,42,38.0,16,16,1,74.0,183,2,0,0,-24
0,48,38.0,21,21,1,114.0,228,2,0,0,-24
1,44,83.0,26,26,1,161.0,230,2,2,23,23
0,45,30.0,15,25,0,135.0,210,2,0,0,-23
1,45,43.0,19,19,1,105.0,197,2,0,0,-23
0,46,23.0,13,20,0,116.0,208,2,0,0,-23
1,47,84.0,16,16,1,66.0,230,2,2,23,23
0,43,22.0,8,32,0,110.0,207,2,0,0,-24
0,47,35.0,18,18,1,153.0,228,2,0,0,-25
1,44,33.0,17,19,0,98.0,190,2,0,0,-23
0,44,24.0,17,19,0,122.0,219,2,0,0,-25
0,45,24.0,15,18,0,138.0,213,2,0,0,-23
1,47,53.0,15,21,0,128.0,208,2,1,12,1
0,47,33.0,23,23,1,136.0,211,2,0,0,-24
1,44,31.0,22,22,1,98.0,190,2,0,0,-23
0,48,-31.0,15,17,0,79.0,236,7,0,0,-87
1,45,38.0,19,19,1,103.0,195,2,0,0,-24
0,45,32.0,20,20,1,133.0,208,2,0,0,-23
1,47,47.0,19,19,1,118.0,210,2,0,0,-24
0,48,31.0,9,23,0,125.0,217,2,0,0,-25
0,45,43.0,27,27,1,135.0,210,2,0,0,-24
0,44,39.0,25,25,1,117.0,209,2,0,0,-25
0,40,13.0,8,22,0,125.0,194,2,0,0,-23
0,49,-28.0,11,20,0,65.0,207,5,0,0,-73
0,49,-16.0,11,25,0,115.0,229,4,0,0,-62
0,47,4.0,9,26,0,120.0,211,3,0,0,-45
0,46,25.0,13,18,0,131.0,206,2,0,0,-22
0,45,22.0,10,25,0,139.0,214,2,0,0,-23
0,44,20.0,14,20,0,102.0,194,2,0,0,-23
0,48,-26.0,12,24,0,55.0,197,5,0,0,-71
0,45,33.0,9,23,0,138.0,230,2,0,0,-23
0,44,31.0,11,18,0,108.0,200,2,0,0,-23
1,49,55.0,14,16,0,157.0,211,2,1,11,1
0,48,43.0,17,17,1,121.0,224,2,0,0,-23
0,48,-4.0,21,28,0,110.0,213,4,0,0,-51
1,44,40.0,19,19,1,71.0,196,3,1,6,-16
0,43,24.0,9,25,0,102.0,194,2,0,0,-23
0,44,-17.0,15,20,0,74.0,205,4,0,0,-61
0,46,23.0,19,25,0,155.0,224,2,0,0,-23
0,47,73.0,22,22,1,140.0,255,2,1,13,3
0,48,24.0,18,23,0,188.0,251,2,0,0,-23
0,45,18.0,11,17,0,104.0,196,2,0,0,-23
0,50,33.0,14,25,0,157.0,234,2,0,0,-23
0,46,37.0,17,17,1,133.0,208,2,0,0,-23
0,49,-28.0,20,20,1,116.0,233,6,0,0,-86
0,45,17.0,20,25,0,158.0,215,2,0,0,-23
0,45,37.0,20,20,1,121.0,213,2,0,0,-22
0,45,21.0,14,25,0,113.0,205,2,0,0,-29
0,44,26.0,14,16,0,111.0,203,2,0,0,-29
0,45,25.0,13,13,1,133.0,227,2,0,0,-31
0,44,11.0,13,14,0,109.0,201,2,0,0,-29
0,46,20.0,11,20,0,113.0,205,2,0,0,-29
0,45,-1.0,15,19,0,92.0,206,3,0,0,-51
0,46,-1.0,13,24,0,106.0,220,3,0,0,-46
0,46,33.0,31,31,1,150.0,227,2,0,0,-31
0,46,27.0,13,19,0,127.0,230,2,0,0,-29
0,45,-13.0,15,24,0,92.0,189,3,0,0,-51
0,47,-13.0,17,22,0,98.0,224,4,0,0,-62
0,45,13.0,13,23,0,104.0,196,2,0,0,-29
1,44,36.0,20,20,1,111.0,205,2,0,0,-31
0,48,17.0,18,20,0,145.0,220,2,0,0,-29
1,44,42.0,16,16,1,119.0,211,2,0,0,-29
0,49,-21.0,11,26,0,93.0,218,4,0,0,-68
0,49,-2.0,12,25,0,123.0,226,3,0,0,-46
0,44,38.0,26,26,1,146.0,221,2,0,0,-29
0,46,20.0,15,23,0,129.0,204,2,0,0,-29
0,46,11.0,13,21,0,131.0,203,2,0,0,-29
0,48,-36.0,10,26,0,104.0,222,5,0,0,-79
0,47,39.0,21,21,1,163.0,232,2,0,0,-29
0,43,15.0,15,21,0,137.0,212,2,0,0,-29
0,46,31.0,16,16,1,153.0,228,2,0,0,-29
0,47,39.0,20,20,1,118.0,215,2,0,0,-29
1,48,80.0,16,16,1,71.0,232,2,2,17,17
0,44,23.0,22,23,0,97.0,189,2,0,0,-17
0,44,26.0,10,21,0,104.0,196,2,0,0,-17
1,46,35.0,11,18,0,103.0,195,2,0,0,-17
1,44,76.0,14,14,1,101.0,209,2,2,17,17
1,49,42.0,20,20,1,81.0,206,2,0,0,-17
0,45,36.0,15,15,1,115.0,217,2,0,0,-17
1,42,49.0,15,15,1,114.0,206,2,0,0,-17
0,45,35.0,19,20,0,139.0,213,2,0,0,-17
1,48,40.0,21,21,1,87.0,201,2,0,0,-17
0,48,34.0,14,18,0,114.0,206,2,0,0,-17
1,47,50.0,12,15,0,138.0,213,2,1,9,1
0,44,30.0,8,19,0,46.0,194,2,0,0,-17
1,49,68.0,19,20,0,80.0,225,2,2,17,17
0,46,29.0,25,27,0,64.0,195,2,0,0,-17
0,45,28.0,12,21,0,110.0,202,2,0,0,-17
0,46,24.0,12,18,0,108.0,200,2,0,0,-17
1,45,47.0,14,14,1,127.0,230,2,0,0,-17
0,46,64.0,13,17,0,125.0,240,2,2,17,17
0,43,37.0,21,21,1,131.0,200,2,0,0,-17
1,45,52.0,17,21,0,117.0,214,2,1,9,1
1,45,78.0,22,22,1,194.0,257,2,2,17,17
0,45,25.0,12,14,0,110.0,202,2,0,0,-17
0,46,69.0,23,23,1,177.0,240,2,2,17,17
0,46,38.0,12,16,0,123.0,215,2,0,0,-17
