PLAYER_WON,ROUNDS,PLAYER_SCORE,PLAYER_LONGEST_ROUTE_LENGTH,LONGEST_ROUTE_IN_GAME,PLAYER_HAD_LONGEST_ROUTE,TOTAL_POINTS_IN_GAME,TOTAL_GAINED_POINTS_IN_GAME,PLAYER_ROUTE_CARDS,PLAYER_COMPLETED_ROUTE_CARDS,PLAYER_GAINED_POINTS_FROM_ROUTE_CARDS,PLAYER_POINTS_FROM_ROUTE_CARDS
0,41,-48.0,11,13,0,-67.0,168,10,2,17,-83
1,45,27.0,23,23,1,-28.0,191,3,0,0,-36
1,44,39.0,19,19,1,-53.0,173,2,0,0,-23
0,45,22.0,15,16,0,28.0,203,3,0,0,-32
0,48,11.0,13,18,0,-52.0,188,3,0,0,-40
0,48,-57.0,12,25,0,-67.0,189,9,1,6,-95
1,46,47.0,12,19,0,-18.0,181,4,2,18,-6
0,44,19.0,9,18,0,-8.0,185,2,0,0,-24
0,42,-22.0,12,13,0,3.0,186,7,2,11,-60
1,48,27.0,16,16,1,-53.0,195,4,1,6,-36
1,46,19.0,21,21,1,-13.0,186,3,0,0,-36
0,43,27.0,11,23,0,81.0,195,2,0,0,-25
1,46,73.0,12,12,1,-12.0,201,3,2,20,7
1,47,63.0,14,18,0,27.0,209,3,2,23,10
1,46,29.0,14,27,0,-21.0,189,2,0,0,-25
0,45,-81.0,13,23,0,-31.0,190,15,3,25,-124
1,47,25.0,15,20,0,-38.0,182,2,0,0,-24
1,44,41.0,13,13,1,1.0,197,2,0,0,-25
0,43,-51.0,12,22,0,-27.0,181,8,1,9,-91
1,46,25.0,12,13,0,-104.0,182,2,0,0,-25
1,42,32.0,15,23,0,-36.0,185,4,1,6,-28
1,46,65.0,20,20,1,5.0,205,2,1,12,-1
1,42,14.0,13,23,0,-14.0,181,3,0,0,-36
0,46,27.0,9,15,0,24.0,207,2,0,0,-25
1,46,31.0,12,17,0,-32.0,193,2,0,0,-23
0,45,22.0,14,20,0,51.0,199,2,0,0,-32
1,42,47.0,20,20,1,8.0,193,3,1,12,-18
0,48,-84.0,15,19,0,-93.0,192,11,1,8,-135
0,45,-58.0,12,21,0,23.0,187,9,1,6,-100
0,44,-1.0,10,18,0,-11.0,187,3,0,0,-47
0,49,-57.0,13,22,0,-59.0,204,9,0,0,-112
0,46,22.0,11,15,0,-84.0,197,2,0,0,-30
0,45,-47.0,14,28,0,-53.0,192,9,1,6,-92
1,46,65.0,12,12,1,2.0,198,5,3,29,1
0,44,-46.0,11,27,0,-6.0,187,7,0,0,-84
1,43,37.0,29,29,1,-45.0,189,2,0,0,-22
0,46,-63.0,15,24,0,-77.0,190,11,1,8,-114
0,46,-87.0,23,23,1,-121.0,182,12,1,6,-138
1,40,28.0,13,15,0,-12.0,179,2,0,0,-30
0,44,-83.0,14,22,0,-24.0,203,9,0,0,-136
1,44,31.0,16,16,1,-87.0,181,2,0,0,-32
1,45,32.0,26,26,1,33.0,195,2,0,0,-31
0,45,-36.0,11,15,0,-49.0,190,8,1,6,-71
1,46,35.0,11,21,0,-28.0,196,3,1,6,-17
1,43,40.0,20,20,1,-35.0,173,2,0,0,-22
0,50,-97.0,15,17,0,-103.0,190,14,1,9,-143
0,47,-68.0,17,17,1,-45.0,184,12,2,15,-119
0,49,9.0,17,17,1,-44.0,190,3,0,0,-52
1,42,18.0,10,14,0,-40.0,174,2,0,0,-30
1,47,30.0,24,24,1,8.0,196,7,3,28,-29
0,47,29.0,12,21,0,-15.0,202,2,0,0,-31
0,47,-4.0,15,15,1,-4.0,198,6,1,7,-62
1,42,22.0,15,15,1,-95.0,168,4,1,5,-36
0,47,29.0,17,17,1,-10.0,208,2,0,0,-31
0,49,8.0,17,24,0,-18.0,198,7,2,22,-45
0,43,1.0,20,20,1,-19.0,182,3,0,0,-51
1,43,36.0,19,19,1,-49.0,190,2,0,0,-29
0,48,25.0,15,22,0,-33.0,205,5,2,17,-29
0,47,8.0,15,26,0,-37.0,198,6,2,15,-42
0,43,11.0,15,18,0,-33.0,190,5,1,11,-36
1,45,40.0,18,18,1,-113.0,180,2,0,0,-19
1,43,31.0,18,18,1,55.0,197,2,0,0,-31
0,42,-11.0,7,19,0,54.0,198,4,0,0,-52
0,45,-23.0,11,27,0,-50.0,184,7,1,6,-63
1,47,46.0,14,16,0,-44.0,197,3,1,9,-9
1,52,23.0,24,24,1,-11.0,206,10,4,39,-38
0,47,8.0,9,15,0,-27.0,197,3,0,0,-39
1,43,33.0,16,16,1,23.0,188,2,0,0,-31
1,47,22.0,20,20,1,-81.0,190,8,2,20,-42
0,45,-17.0,20,20,1,31.0,209,5,0,0,-72
0,48,2.0,21,26,0,-18.0,205,5,0,0,-51
0,47,-65.0,12,15,0,11.0,212,8,0,0,-116
0,47,-57.0,10,21,0,-100.0,193,9,0,0,-105
1,46,42.0,9,14,0,-64.0,200,3,1,8,-10
0,47,-7.0,10,28,0,-7.0,192,5,1,6,-52
0,44,15.0,17,17,1,-64.0,175,5,1,8,-38
1,51,43.0,10,21,0,-47.0,204,7,3,23,-13
0,45,-12.0,15,24,0,-16.0,190,6,1,9,-59
1,48,42.0,24,24,1,0.0,193,4,2,17,-16
1,45,48.0,14,14,1,-75.0,199,3,1,9,-19
1,42,32.0,15,15,1,-52.0,184,2,0,0,-31
1,45,48.0,14,14,1,69.0,211,2,0,0,-17
1,44,44.0,9,18,0,-45.0,195,3,1,5,-12
1,44,39.0,18,18,1,-105.0,189,2,0,0,-27
0,47,9.0,14,22,0,-53.0,193,5,1,4,-37
0,48,-30.0,11,28,0,-66.0,193,11,3,25,-78
0,44,17.0,22,22,1,73.0,192,3,0,0,-39
1,44,48.0,13,18,0,49.0,187,2,1,9,0
0,46,-84.0,13,21,0,-13.0,188,11,2,11,-122
1,47,27.0,11,26,0,0.0,191,6,2,16,-27
0,45,37.0,27,27,1,40.0,213,5,2,17,-28
1,43,61.0,18,18,1,0.0,195,3,2,17,0
1,46,43.0,16,16,1,-61.0,189,3,1,9,-18
1,48,42.0,12,23,0,-59.0,202,5,3,23,-10
0,45,23.0,11,13,0,-14.0,184,6,3,26,-19
0,47,-8.0,13,15,0,-29.0,190,7,2,17,-50
1,43,38.0,12,13,0,-25.0,189,2,0,0,-17
0,47,23.0,15,26,0,37.0,199,5,2,17,-33
0,44,-15.0,12,13,0,-31.0,192,7,1,6,-62
1,49,36.0,17,17,1,7.0,212,7,3,20,-33
