PLAYER_WON,ROUNDS,PLAYER_SCORE,PLAYER_LONGEST_ROUTE_LENGTH,LONGEST_ROUTE_IN_GAME,PLAYER_HAD_LONGEST_ROUTE,TOTAL_POINTS_IN_GAME,TOTAL_GAINED_POINTS_IN_GAME,PLAYER_ROUTE_CARDS,PLAYER_COMPLETED_ROUTE_CARDS,PLAYER_GAINED_POINTS_FROM_ROUTE_CARDS,PLAYER_POINTS_FROM_ROUTE_CARDS
1,46,61.0,12,12,1,3.0,209,5,3,25,1
1,43,36.0,16,16,1,-27.0,179,6,2,18,-26
1,41,76.0,20,20,1,59.0,198,3,2,23,10
1,42,37.0,20,20,1,-41.0,178,2,0,0,-25
1,46,28.0,14,14,1,-101.0,203,6,2,14,-34
1,42,35.0,8,15,0,-49.0,181,3,1,6,-17
1,42,27.0,14,18,0,-98.0,181,4,1,6,-26
0,45,18.0,15,19,0,-52.0,183,5,1,8,-36
1,44,26.0,10,16,0,-35.0,174,2,0,0,-23
1,43,16.0,10,14,0,-27.0,187,5,1,8,-36
1,43,24.0,12,13,0,-105.0,172,2,0,0,-25
1,45,41.0,10,14,0,-5.0,189,4,2,13,-12
1,46,41.0,13,15,0,-3.0,188,4,2,15,-8
1,41,36.0,22,22,1,-53.0,166,2,0,0,-25
1,43,32.0,14,19,0,-44.0,183,2,0,0,-23
0,45,-38.0,12,25,0,-11.0,185,6,0,0,-81
0,50,13.0,17,23,0,-9.0,200,9,4,30,-38
0,45,-17.0,19,20,0,-6.0,195,8,2,15,-62
1,39,23.0,10,14,0,8.0,181,3,0,0,-36
0,45,-55.0,10,22,0,-42.0,188,9,1,8,-102
0,46,-11.0,17,18,0,-40.0,197,7,1,13,-59
0,43,24.0,20,20,1,65.0,196,3,0,0,-36
1,44,51.0,14,16,0,33.0,198,2,1,12,-1
1,46,18.0,11,12,0,-14.0,193,3,0,0,-36
1,44,46.0,20,20,1,26.0,188,3,1,8,-16
1,43,37.0,14,14,1,83.0,188,2,0,0,-21
1,41,28.0,12,15,0,45.0,172,2,0,0,-23
1,54,70.0,28,28,1,9.0,209,9,5,51,11
0,47,2.0,15,23,0,-20.0,200,5,1,8,-44
1,43,55.0,27,27,1,-59.0,182,4,2,18,-5
1,41,41.0,18,18,1,-30.0,179,2,0,0,-21
1,46,20.0,22,22,1,4.0,193,6,2,21,-40
0,47,-62.0,13,26,0,-24.0,202,7,0,0,-109
0,44,-29.0,10,21,0,-80.0,191,9,1,6,-82
0,46,-29.0,12,16,0,-74.0,187,6,0,0,-81
0,52,-64.0,22,26,0,-80.0,205,10,0,0,-117
0,46,-19.0,11,29,0,-62.0,181,7,1,9,-65
0,42,21.0,13,18,0,44.0,180,2,0,0,-30
0,49,-23.0,11,21,0,-66.0,195,7,0,0,-74
1,42,24.0,10,18,0,-29.0,178,2,0,0,-30
1,47,34.0,24,24,1,-2.0,191,5,2,19,-24
0,47,-28.0,15,15,1,-54.0,195,8,1,6,-93
1,43,18.0,24,24,1,-19.0,178,4,1,5,-44
1,44,27.0,11,23,0,18.0,187,5,2,18,-28
0,45,-45.0,11,19,0,-56.0,199,8,0,0,-95
1,44,22.0,9,15,0,-52.0,184,2,0,0,-33
1,44,17.0,12,16,0,-22.0,187,2,0,0,-32
1,43,35.0,15,15,1,-36.0,191,2,0,0,-30
0,45,-19.0,17,17,1,-22.0,205,10,2,26,-79
1,39,35.0,23,23,1,67.0,175,2,0,0,-30
0,45,-4.0,14,17,0,-19.0,184,4,0,0,-48
0,49,-43.0,14,18,0,-72.0,203,10,1,8,-94
