PLAYER_WON,ROUNDS,PLAYER_SCORE,PLAYER_LONGEST_ROUTE_LENGTH,LONGEST_ROUTE_IN_GAME,PLAYER_HAD_LONGEST_ROUTE,TOTAL_POINTS_IN_GAME,TOTAL_GAINED_POINTS_IN_GAME,PLAYER_ROUTE_CARDS,PLAYER_COMPLETED_ROUTE_CARDS,PLAYER_GAINED_POINTS_FROM_ROUTE_CARDS,PLAYER_POINTS_FROM_ROUTE_CARDS
0,50,-25.0,21,22,0,-47.0,197,9,2,20,-68
1,42,36.0,12,12,1,-42.0,172,2,0,0,-24
1,44,53.0,15,15,1,-44.0,176,5,3,28,-6
0,49,-7.0,23,24,0,-68.0,200,11,3,22,-52
0,45,-97.0,11,18,0,-80.0,183,11,0,0,-139
1,45,42.0,19,19,1,-81.0,184,6,2,23,-17
1,49,28.0,16,19,0,-25.0,195,5,2,19,-24
1,48,34.0,19,19,1,-62.0,192,2,0,0,-24
0,48,6.0,15,15,1,-62.0,193,7,2,11,-54
0,49,-72.0,16,21,0,-99.0,186,11,1,9,-118
0,48,-11.0,13,21,0,-8.0,197,6,1,9,-59
0,45,1.0,10,18,0,-28.0,186,6,1,10,-38
0,47,3.0,11,20,0,-17.0,192,6,2,11,-43
1,46,21.0,12,14,0,-40.0,184,2,0,0,-25
1,45,18.0,14,22,0,-10.0,187,4,1,4,-30
1,46,11.0,11,16,0,-65.0,188,3,0,0,-36
1,49,15.0,19,19,1,-53.0,197,5,1,8,-45
0,45,-38.0,10,20,0,-44.0,181,9,1,5,-80
0,44,-18.0,15,15,1,-8.0,212,9,2,15,-73
0,49,-28.0,15,18,0,-65.0,194,7,1,9,-70
0,45,-47.0,16,16,1,-39.0,188,10,1,6,-97
1,48,28.0,16,20,0,-23.0,193,4,1,9,-25
1,44,34.0,11,19,0,-8.0,185,3,1,8,-17
1,49,22.0,20,20,1,-35.0,200,6,2,14,-36
0,46,-25.0,13,14,0,-71.0,184,7,1,9,-67
0,46,8.0,14,19,0,-35.0,186,5,1,10,-37
0,48,-27.0,24,24,1,10.0,196,13,4,39,-81
0,49,2.0,21,21,1,20.0,211,9,3,28,-54
1,44,21.0,11,26,0,0.0,185,2,0,0,-30
0,47,-22.0,24,24,1,-62.0,211,8,2,15,-73
0,44,16.0,13,20,0,15.0,181,7,3,27,-22
0,45,-28.0,14,30,0,-34.0,187,6,1,5,-66
0,45,10.0,11,14,0,37.0,190,2,0,0,-32
