PLAYER_WON,ROUNDS,PLAYER_SCORE,PLAYER_LONGEST_ROUTE_LENGTH,LONGEST_ROUTE_IN_GAME,PLAYER_HAD_LONGEST_ROUTE,TOTAL_POINTS_IN_GAME,TOTAL_GAINED_POINTS_IN_GAME,PLAYER_ROUTE_CARDS,PLAYER_COMPLETED_ROUTE_CARDS,PLAYER_GAINED_POINTS_FROM_ROUTE_CARDS,PLAYER_POINTS_FROM_ROUTE_CARDS
1,48,64.0,17,17,1,-14.0,212,3,1,12,-12
0,47,16.0,12,17,0,-68.0,200,3,0,0,-36
1,43,27.0,12,17,0,-11.0,185,2,0,0,-25
1,45,43.0,22,22,1,-34.0,189,6,3,30,-15
1,42,37.0,22,22,1,-10.0,180,4,1,12,-27
0,50,3.0,11,28,0,-33.0,201,5,1,5,-47
0,44,12.0,17,17,1,-42.0,190,5,1,6,-47
1,44,81.0,14,26,0,71.0,216,2,2,23,23
0,47,28.0,22,27,0,115.0,211,3,1,9,-16
1,45,37.0,14,24,0,42.0,199,3,1,9,-16
1,43,58.0,16,16,1,48.0,183,2,1,11,-2
1,45,16.0,14,21,0,-82.0,181,4,1,4,-37
0,46,10.0,13,24,0,-49.0,193,6,2,18,-40
1,45,31.0,10,17,0,-43.0,191,2,0,0,-23
0,46,-15.0,13,24,0,57.0,192,6,1,6,-58
1,49,34.0,10,13,0,-98.0,206,3,1,6,-19
1,43,24.0,14,14,1,-34.0,193,3,0,0,-36
1,45,21.0,13,15,0,-75.0,188,4,1,6,-30
0,45,-15.0,12,20,0,-58.0,192,9,3,19,-56
0,43,-68.0,16,21,0,-10.0,189,9,1,6,-106
0,47,-41.0,22,22,1,-13.0,197,7,0,0,-93
1,49,29.0,18,18,1,-43.0,204,4,1,4,-30
1,51,5.0,16,25,0,-71.0,200,8,2,12,-49
0,48,-57.0,13,21,0,-50.0,199,7,0,0,-98
0,47,-72.0,8,14,0,-63.0,189,10,0,0,-119
0,48,-34.0,18,18,1,-33.0,200,7,0,0,-95
0,47,-2.0,15,26,0,59.0,195,5,1,6,-47
0,47,0.0,22,22,1,-32.0,194,4,0,0,-58
0,48,-6.0,10,15,0,-47.0,194,5,1,6,-58
0,41,-16.0,14,17,0,85.0,194,5,0,0,-64
1,46,38.0,18,18,1,-18.0,190,3,1,11,-19
1,47,7.0,10,25,0,-37.0,192,4,0,0,-42
