PLAYER_WON,ROUNDS,PLAYER_SCORE,PLAYER_LONGEST_ROUTE_LENGTH,LONGEST_ROUTE_IN_GAME,PLAYER_HAD_LONGEST_ROUTE,TOTAL_POINTS_IN_GAME,TOTAL_GAINED_POINTS_IN_GAME,PLAYER_ROUTE_CARDS,PLAYER_COMPLETED_ROUTE_CARDS,PLAYER_GAINED_POINTS_FROM_ROUTE_CARDS,PLAYER_POINTS_FROM_ROUTE_CARDS,TRAIN_CARTS_USED
0,46,53,11,24,0,198,243,2,1,5,-7,45
1,39,66,29,29,1,144,201,2,1,11,2,43
0,43,18,12,17,0,118,212,2,0,0,-32,35
1,38,63,18,18,1,120,212,2,0,0,-26,45
1,33,75,13,13,1,104,199,2,0,0,-21,43
1,41,49,24,24,1,121,194,2,1,7,-14,43
0,36,48,14,17,0,141,208,2,0,0,-22,43
0,42,16,8,18,0,155,206,2,0,0,-27,33
1,40,55,9,23,0,169,202,2,1,5,-7,44
1,36,59,15,15,1,164,210,2,0,0,-21,43
1,35,55,9,13,0,126,216,2,0,0,-23,43
0,45,50,14,19,0,162,229,2,1,5,-5,43
0,42,26,24,24,1,145,225,2,0,0,-35,39
1,37,55,11,15,0,151,216,2,1,5,-15,43
0,42,34,10,20,0,171,214,2,0,0,-20,39
1,40,53,26,26,1,163,227,2,0,0,-29,44
1,40,49,10,15,0,149,214,2,1,5,-6,43
0,44,40,9,20,0,196,238,2,1,5,-8,39
1,35,64,18,18,1,154,219,2,0,0,-20,43
1,41,57,33,33,1,129,228,2,0,0,-19,43
