PLAYER_WON,ROUNDS,PLAYER_SCORE,PLAYER_LONGEST_ROUTE_LENGTH,LONGEST_ROUTE_IN_GAME,PLAYER_HAD_LONGEST_ROUTE,TOTAL_POINTS_IN_GAME,TOTAL_GAINED_POINTS_IN_GAME,PLAYER_ROUTE_CARDS,PLAYER_COMPLETED_ROUTE_CARDS,PLAYER_GAINED_POINTS_FROM_ROUTE_CARDS,PLAYER_POINTS_FROM_ROUTE_CARDS,TRAIN_CARTS_USED
0,42,12,12,20,0,146,214,2,0,0,-32,36
1,40,54,14,14,1,127,211,2,0,0,-18,43
0,43,52,23,23,1,187,238,2,0,0,-26,45
1,43,58,16,16,1,182,227,2,1,9,0,39
0,46,42,10,29,0,192,244,2,0,0,-21,44
1,41,74,25,25,1,182,225,2,1,12,0,43
1,41,64,33,33,1,187,212,2,1,4,-7,43
0,42,22,13,22,0,160,216,2,0,0,-25,37
1,42,55,18,24,0,184,246,2,1,9,-1,44
0,45,41,16,18,0,169,221,2,1,6,-7,40
1,44,85,24,24,1,230,255,2,2,14,14,45
0,43,21,13,24,0,135,209,2,0,0,-34,40
1,44,68,16,21,0,147,236,2,2,17,17,43
0,44,42,14,23,0,190,230,2,1,9,-1,38
0,38,37,17,18,0,136,223,2,0,0,-29,43
0,44,28,15,15,1,161,221,2,0,0,-32,39
1,39,49,17,17,1,101,190,2,0,0,-18,43
1,44,69,20,20,1,150,216,2,1,9,1,43
0,43,-2,14,19,0,132,218,3,0,0,-46,38
1,40,68,21,21,1,193,224,2,1,7,-3,43
