PLAYER_WON,ROUNDS,PLAYER_SCORE,PLAYER_LONGEST_ROUTE_LENGTH,LONGEST_ROUTE_IN_GAME,PLAYER_HAD_LONGEST_ROUTE,TOTAL_POINTS_IN_GAME,TOTAL_GAINED_POINTS_IN_GAME,PLAYER_ROUTE_CARDS,PLAYER_COMPLETED_ROUTE_CARDS,PLAYER_GAINED_POINTS_FROM_ROUTE_CARDS,PLAYER_POINTS_FROM_ROUTE_CARDS,TRAIN_CARTS_USED
0,45,21,13,26,0,179,219,2,0,0,-26,41
0,39,27,19,19,1,112,217,2,0,0,-33,39
0,40,55,22,24,0,168,206,2,1,9,1,43
1,39,49,23,23,1,115,204,2,0,0,-29,43
0,44,38,13,28,0,219,239,3,1,8,-11,43
0,42,43,19,21,0,210,230,2,1,9,-4,40
0,44,54,17,21,0,194,216,2,1,12,5,39
1,42,44,16,21,0,137,210,2,1,4,-7,43
0,41,42,10,25,0,201,227,2,1,4,-5,38
0,40,46,14,16,0,162,204,2,1,12,1,38
1,42,49,23,23,1,122,201,2,1,5,-16,43
1,44,86,23,26,0,280,289,2,2,20,20,43
0,44,62,19,27,0,176,222,2,1,9,0,45
0,42,40,11,17,0,160,204,2,1,9,0,36
1,42,77,18,18,1,164,224,2,1,8,-2,45
0,42,51,10,24,0,199,232,2,1,6,-11,41
0,45,25,12,30,0,167,235,2,0,0,-35,43
0,41,37,20,24,0,165,229,2,0,0,-32,44
0,43,37,15,26,0,152,204,2,1,7,-10,38
0,40,-11,15,22,0,130,186,2,0,0,-39,27
