PLAYER_WON,ROUNDS,PLAYER_SCORE,PLAYER_LONGEST_ROUTE_LENGTH,LONGEST_ROUTE_IN_GAME,PLAYER_HAD_LONGEST_ROUTE,TOTAL_POINTS_IN_GAME,TOTAL_GAINED_POINTS_IN_GAME,PLAYER_ROUTE_CARDS,PLAYER_COMPLETED_ROUTE_CARDS,PLAYER_GAINED_POINTS_FROM_ROUTE_CARDS,PLAYER_POINTS_FROM_ROUTE_CARDS,TRAIN_CARTS_USED
0,43,51,20,22,0,180,225,2,1,8,-12,44
0,47,31,11,22,0,165,231,2,0,0,-25,43
0,42,44,19,19,1,143,218,2,0,0,-20,41
0,43,36,21,23,0,175,221,2,0,0,-18,43
1,41,60,16,21,0,153,199,2,1,13,4,43
0,44,26,21,21,1,129,227,2,0,0,-42,41
0,39,46,16,19,0,136,216,2,0,0,-21,43
0,42,35,10,17,0,115,231,2,0,0,-22,44
1,44,64,15,16,0,179,239,2,2,14,14,40
1,38,48,15,20,0,179,227,2,0,0,-20,43
0,40,49,12,24,0,198,211,2,1,12,4,36
0,38,68,25,27,0,211,233,2,1,9,-1,44
0,41,34,15,18,0,203,222,2,0,0,-15,40
1,49,83,32,32,1,244,255,2,2,16,16,45
1,44,85,27,27,1,233,255,2,1,22,10,45
1,40,62,26,26,1,150,235,2,0,0,-25,44
1,39,61,24,24,1,175,216,2,0,0,-20,43
0,43,4,14,25,0,124,209,2,0,0,-40,36
0,40,36,20,31,0,156,217,2,1,5,-12,39
1,40,49,12,22,0,168,219,2,0,0,-24,43
